Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
28.08.2025 19:15;28.08.2025 19:30;14.408,75;14.410,00;1,25;12.703,75
28.08.2025 19:30;28.08.2025 19:45;14.316,75;14.317,50;0,75;12.867,00
28.08.2025 19:45;28.08.2025 20:00;14.139,75;14.140,00;0,25;12.803,00
28.08.2025 20:00;28.08.2025 20:15;14.180,50;14.180,75;0,25;12.829,75
28.08.2025 20:15;28.08.2025 20:30;14.122,50;14.123,50;1,00;12.881,25
28.08.2025 20:30;28.08.2025 20:45;14.150,50;14.151,75;1,25;13.024,00
28.08.2025 20:45;28.08.2025 21:00;14.134,25;14.136,50;2,25;12.923,75
28.08.2025 21:00;28.08.2025 21:15;13.776,50;13.779,00;2,50;12.418,75
28.08.2025 21:15;28.08.2025 21:30;13.603,50;13.606,50;3,00;12.239,00
28.08.2025 21:30;28.08.2025 21:45;13.522,50;13.527,75;5,25;12.128,75
28.08.2025 21:45;28.08.2025 22:00;13.327,50;13.349,00;21,50;12.009,25
28.08.2025 22:00;28.08.2025 22:15;12.841,25;12.881,25;40,00;11.634,00
28.08.2025 22:15;28.08.2025 22:30;12.631,75;12.639,50;7,75;11.434,25
28.08.2025 22:30;28.08.2025 22:45;12.412,25;12.418,75;6,50;11.194,25
28.08.2025 22:45;28.08.2025 23:00;12.223,75;12.243,75;20,00;11.007,00
28.08.2025 23:00;28.08.2025 23:15;11.978,00;11.986,50;8,50;10.752,50
28.08.2025 23:15;28.08.2025 23:30;11.828,50;11.832,25;3,75;10.564,00
28.08.2025 23:30;28.08.2025 23:45;11.680,50;11.686,75;6,25;10.346,00
28.08.2025 23:45;29.08.2025 00:00;11.567,75;11.617,75;50,00;10.256,00
29.08.2025 00:00;29.08.2025 00:15;11.450,75;11.458,25;7,50;10.152,75
29.08.2025 00:15;29.08.2025 00:30;11.281,75;11.294,00;12,25;9.946,00
29.08.2025 00:30;29.08.2025 00:45;11.047,25;11.122,75;75,50;9.664,50
29.08.2025 00:45;29.08.2025 01:00;10.946,25;11.021,00;74,75;9.564,50
29.08.2025 01:00;29.08.2025 01:15;10.909,25;11.005,00;95,75;9.580,00
29.08.2025 01:15;29.08.2025 01:30;10.865,50;10.962,75;97,25;9.538,00
29.08.2025 01:30;29.08.2025 01:45;10.846,25;10.957,00;110,75;9.558,50
29.08.2025 01:45;29.08.2025 02:00;10.816,25;10.930,75;114,50;9.519,00
29.08.2025 02:00;29.08.2025 02:15;10.735,00;10.975,00;240,00;9.400,75
29.08.2025 02:15;29.08.2025 02:30;10.645,50;10.893,25;247,75;9.245,25
29.08.2025 02:30;29.08.2025 02:45;10.627,75;10.899,00;271,25;9.167,50
29.08.2025 02:45;29.08.2025 03:00;10.654,00;10.971,25;317,25;9.229,25
29.08.2025 03:00;29.08.2025 03:15;10.721,25;10.980,50;259,25;9.288,75
29.08.2025 03:15;29.08.2025 03:30;10.752,00;11.018,00;266,00;9.266,50
29.08.2025 03:30;29.08.2025 03:45;10.790,50;11.079,25;288,75;9.268,50
29.08.2025 03:45;29.08.2025 04:00;10.775,50;11.072,50;297,00;9.185,50
29.08.2025 04:00;29.08.2025 04:15;10.804,25;11.086,00;281,75;9.174,75
29.08.2025 04:15;29.08.2025 04:30;10.904,50;11.201,75;297,25;9.208,00
29.08.2025 04:30;29.08.2025 04:45;11.045,75;11.305,00;259,25;9.291,75
29.08.2025 04:45;29.08.2025 05:00;11.097,75;11.368,75;271,00;9.304,75
29.08.2025 05:00;29.08.2025 05:15;11.404,50;11.540,25;135,75;9.600,00
29.08.2025 05:15;29.08.2025 05:30;11.445,00;11.505,75;60,75;9.571,25
29.08.2025 05:30;29.08.2025 05:45;11.737,75;11.762,50;24,75;9.808,50
29.08.2025 05:45;29.08.2025 06:00;12.064,25;12.070,75;6,50;10.095,00
29.08.2025 06:00;29.08.2025 06:15;12.636,50;12.641,75;5,25;10.667,00
29.08.2025 06:15;29.08.2025 06:30;13.086,50;13.090,25;3,75;11.068,00
29.08.2025 06:30;29.08.2025 06:45;13.372,50;13.375,50;3,00;11.214,50
29.08.2025 06:45;29.08.2025 07:00;13.424,50;13.426,00;1,50;11.166,75
29.08.2025 07:00;29.08.2025 07:15;13.723,00;13.724,25;1,25;11.341,75
29.08.2025 07:15;29.08.2025 07:30;14.018,50;14.018,75;0,25;11.508,00
29.08.2025 07:30;29.08.2025 07:45;14.191,75;14.192,50;0,75;11.430,00
29.08.2025 07:45;29.08.2025 08:00;14.448,50;14.449,75;1,25;11.380,75
29.08.2025 08:00;29.08.2025 08:15;14.651,00;14.653,25;2,25;11.259,00
29.08.2025 08:15;29.08.2025 08:30;14.912,25;14.913,75;1,50;11.190,00
29.08.2025 08:30;29.08.2025 08:45;15.114,00;15.117,25;3,25;11.004,25
29.08.2025 08:45;29.08.2025 09:00;15.135,50;15.189,50;54,00;10.613,50
29.08.2025 09:00;29.08.2025 09:15;15.360,00;15.436,25;76,25;10.441,75
29.08.2025 09:15;29.08.2025 09:30;15.442,75;15.559,75;117,00;10.091,25
29.08.2025 09:30;29.08.2025 09:45;15.515,25;15.633,25;118,00;9.680,25
29.08.2025 09:45;29.08.2025 10:00;15.476,00;15.656,50;180,50;9.131,75
29.08.2025 10:00;29.08.2025 10:15;15.367,25;15.502,50;135,25;8.548,50
29.08.2025 10:15;29.08.2025 10:30;15.399,75;15.525,50;125,75;7.903,25
29.08.2025 10:30;29.08.2025 10:45;15.457,50;15.600,50;143,00;7.347,25
29.08.2025 10:45;29.08.2025 11:00;15.337,75;15.658,00;320,25;6.651,75
29.08.2025 11:00;29.08.2025 11:15;15.305,25;15.775,25;470,00;6.127,50
29.08.2025 11:15;29.08.2025 11:30;15.162,00;15.730,00;568,00;5.679,75
29.08.2025 11:30;29.08.2025 11:45;15.154,50;15.748,75;594,25;5.324,25
29.08.2025 11:45;29.08.2025 12:00;15.189,75;15.813,00;623,25;5.149,75
29.08.2025 12:00;29.08.2025 12:15;14.975,75;15.625,75;650,00;4.584,75
29.08.2025 12:15;29.08.2025 12:30;14.830,50;15.656,00;825,50;4.245,75
29.08.2025 12:30;29.08.2025 12:45;14.906,00;15.760,50;854,50;4.257,25
29.08.2025 12:45;29.08.2025 13:00;14.802,25;15.598,75;796,50;4.065,50
29.08.2025 13:00;29.08.2025 13:15;14.702,25;15.543,00;840,75;3.841,50
29.08.2025 13:15;29.08.2025 13:30;14.475,75;15.225,75;750,00;3.593,00
29.08.2025 13:30;29.08.2025 13:45;14.315,75;15.072,50;756,75;3.410,50
29.08.2025 13:45;29.08.2025 14:00;14.199,75;14.984,75;785,00;3.317,75
29.08.2025 14:00;29.08.2025 14:15;14.127,50;15.019,00;891,50;3.340,50
29.08.2025 14:15;29.08.2025 14:30;13.893,25;14.821,50;928,25;3.236,00
29.08.2025 14:30;29.08.2025 14:45;13.760,75;14.680,00;919,25;3.261,75
29.08.2025 14:45;29.08.2025 15:00;13.692,75;14.578,50;885,75;3.394,75
29.08.2025 15:00;29.08.2025 15:15;13.511,75;14.393,75;882,00;3.476,75
29.08.2025 15:15;29.08.2025 15:30;13.478,75;14.365,75;887,00;3.797,25
29.08.2025 15:30;29.08.2025 15:45;13.309,50;14.130,50;821,00;4.012,50
29.08.2025 15:45;29.08.2025 16:00;13.228,25;13.895,75;667,50;4.363,75
29.08.2025 16:00;29.08.2025 16:15;13.436,50;13.998,75;562,25;4.959,75
29.08.2025 16:15;29.08.2025 16:30;13.572,50;13.954,75;382,25;5.518,50
29.08.2025 16:30;29.08.2025 16:45;13.570,75;13.743,00;172,25;5.974,25
29.08.2025 16:45;29.08.2025 17:00;13.538,00;13.656,00;118,00;6.441,00
29.08.2025 17:00;29.08.2025 17:15;13.664,50;13.718,75;54,25;7.058,25
29.08.2025 17:15;29.08.2025 17:30;13.606,25;13.627,50;21,25;7.395,00
29.08.2025 17:30;29.08.2025 17:45;13.786,75;13.794,25;7,50;8.074,50
29.08.2025 17:45;29.08.2025 18:00;13.731,25;13.732,50;1,25;8.460,50
29.08.2025 18:00;29.08.2025 18:15;13.709,75;13.711,00;1,25;8.891,25
29.08.2025 18:15;29.08.2025 18:30;13.776,50;13.777,25;0,75;9.466,25
29.08.2025 18:30;29.08.2025 18:45;13.682,25;13.682,75;0,50;9.881,00
29.08.2025 18:45;29.08.2025 19:00;13.688,25;13.688,75;0,50;10.296,75
29.08.2025 19:00;29.08.2025 19:15;13.764,00;13.764,50;0,50;10.663,50
29.08.2025 19:15;29.08.2025 19:30;13.623,25;13.623,75;0,50;10.788,75
29.08.2025 19:30;29.08.2025 19:45;13.478,00;13.478,25;0,25;10.739,00
29.08.2025 19:45;29.08.2025 20:00;13.339,00;13.339,25;0,25;10.447,75
29.08.2025 20:00;29.08.2025 20:15;13.287,50;13.287,75;0,25;10.183,00
29.08.2025 20:15;29.08.2025 20:30;13.156,00;13.156,25;0,25;10.097,75
29.08.2025 20:30;29.08.2025 20:45;13.178,00;13.178,25;0,25;10.157,50
29.08.2025 20:45;29.08.2025 21:00;13.084,25;13.089,75;5,50;9.771,50
29.08.2025 21:00;29.08.2025 21:15;12.876,75;12.878,00;1,25;9.329,00
29.08.2025 21:15;29.08.2025 21:30;12.638,00;12.639,25;1,25;9.208,00
29.08.2025 21:30;29.08.2025 21:45;12.383,00;12.390,00;7,00;8.913,00
29.08.2025 21:45;29.08.2025 22:00;12.244,00;12.292,75;48,75;8.742,75
29.08.2025 22:00;29.08.2025 22:15;12.170,00;12.173,00;3,00;8.713,50
29.08.2025 22:15;29.08.2025 22:30;12.047,75;12.050,75;3,00;8.583,75
29.08.2025 22:30;29.08.2025 22:45;11.835,75;11.865,50;29,75;8.397,75
29.08.2025 22:45;29.08.2025 23:00;11.594,75;11.600,00;5,25;8.166,75
29.08.2025 23:00;29.08.2025 23:15;11.473,75;11.477,00;3,25;8.123,75
29.08.2025 23:15;29.08.2025 23:30;11.320,50;11.324,25;3,75;8.120,00
29.08.2025 23:30;29.08.2025 23:45;11.093,50;11.098,00;4,50;7.977,75
29.08.2025 23:45;30.08.2025 00:00;10.856,25;10.859,75;3,50;7.732,25
30.08.2025 00:00;30.08.2025 00:15;10.639,25;10.646,25;7,00;7.508,50
30.08.2025 00:15;30.08.2025 00:30;10.503,00;10.512,00;9,00;7.360,25
30.08.2025 00:30;30.08.2025 00:45;10.396,75;10.405,25;8,50;7.279,75
30.08.2025 00:45;30.08.2025 01:00;10.335,50;10.344,25;8,75;7.229,50
30.08.2025 01:00;30.08.2025 01:15;10.209,00;10.217,50;8,50;7.121,75
30.08.2025 01:15;30.08.2025 01:30;10.037,00;10.046,25;9,25;6.958,75
30.08.2025 01:30;30.08.2025 01:45;9.946,50;9.956,50;10,00;6.811,50
30.08.2025 01:45;30.08.2025 02:00;9.868,00;9.881,00;13,00;6.731,00
30.08.2025 02:00;30.08.2025 02:15;9.771,25;9.791,75;20,50;6.656,75
30.08.2025 02:15;30.08.2025 02:30;9.729,25;9.750,00;20,75;6.602,25
30.08.2025 02:30;30.08.2025 02:45;9.736,50;9.761,75;25,25;6.627,75
30.08.2025 02:45;30.08.2025 03:00;9.748,50;9.813,50;65,00;6.695,75
30.08.2025 03:00;30.08.2025 03:15;9.726,75;9.801,75;75,00;6.706,25
30.08.2025 03:15;30.08.2025 03:30;9.685,25;9.829,00;143,75;6.692,00
30.08.2025 03:30;30.08.2025 03:45;9.624,50;9.771,00;146,50;6.674,00
30.08.2025 03:45;30.08.2025 04:00;9.700,25;9.732,00;31,75;6.757,00
30.08.2025 04:00;30.08.2025 04:15;9.699,75;9.710,50;10,75;6.797,25
30.08.2025 04:15;30.08.2025 04:30;9.693,25;9.704,00;10,75;6.871,00
30.08.2025 04:30;30.08.2025 04:45;9.680,00;9.690,75;10,75;6.926,00
30.08.2025 04:45;30.08.2025 05:00;9.696,50;9.707,25;10,75;6.963,00
30.08.2025 05:00;30.08.2025 05:15;9.808,50;9.828,00;19,50;7.077,50
30.08.2025 05:15;30.08.2025 05:30;9.793,75;9.811,25;17,50;7.051,75
30.08.2025 05:30;30.08.2025 05:45;9.873,25;9.883,50;10,25;7.093,50
30.08.2025 05:45;30.08.2025 06:00;9.865,25;9.874,50;9,25;7.043,50
30.08.2025 06:00;30.08.2025 06:15;10.164,25;10.170,50;6,25;7.312,75
30.08.2025 06:15;30.08.2025 06:30;10.314,00;10.320,25;6,25;7.512,75
30.08.2025 06:30;30.08.2025 06:45;10.303,25;10.327,00;23,75;7.445,00
30.08.2025 06:45;30.08.2025 07:00;10.383,25;10.389,50;6,25;7.428,25
30.08.2025 07:00;30.08.2025 07:15;10.459,50;10.464,25;4,75;7.445,75
30.08.2025 07:15;30.08.2025 07:30;10.681,75;10.685,50;3,75;7.555,00
30.08.2025 07:30;30.08.2025 07:45;10.924,25;10.928,25;4,00;7.576,50
30.08.2025 07:45;30.08.2025 08:00;11.124,50;11.173,75;49,25;7.476,00
30.08.2025 08:00;30.08.2025 08:15;11.317,25;11.327,25;10,00;7.353,00
30.08.2025 08:15;30.08.2025 08:30;11.533,00;11.588,75;55,75;7.259,50
30.08.2025 08:30;30.08.2025 08:45;11.783,75;11.842,00;58,25;7.128,00
30.08.2025 08:45;30.08.2025 09:00;11.934,00;12.011,75;77,75;6.820,50
30.08.2025 09:00;30.08.2025 09:15;11.989,25;12.133,75;144,50;6.351,50
30.08.2025 09:15;30.08.2025 09:30;12.126,75;12.279,25;152,50;5.918,50
30.08.2025 09:30;30.08.2025 09:45;12.286,00;12.522,75;236,75;5.572,75
30.08.2025 09:45;30.08.2025 10:00;12.423,00;12.897,00;474,00;5.215,25
30.08.2025 10:00;30.08.2025 10:15;12.482,25;12.729,25;247,00;4.753,75
30.08.2025 10:15;30.08.2025 10:30;12.486,75;12.850,50;363,75;4.202,00
30.08.2025 10:30;30.08.2025 10:45;12.506,25;13.056,50;550,25;3.596,00
30.08.2025 10:45;30.08.2025 11:00;12.456,50;13.299,50;843,00;2.965,25
30.08.2025 11:00;30.08.2025 11:15;12.470,00;13.136,50;666,50;2.348,00
30.08.2025 11:15;30.08.2025 11:30;12.574,00;13.550,50;976,50;2.001,25
30.08.2025 11:30;30.08.2025 11:45;12.583,75;13.738,50;1.154,75;1.610,50
30.08.2025 11:45;30.08.2025 12:00;12.555,50;13.806,75;1.251,25;1.201,00
30.08.2025 12:00;30.08.2025 12:15;12.207,50;13.486,75;1.279,25;554,00
30.08.2025 12:15;30.08.2025 12:30;12.162,50;13.469,00;1.306,50;371,50
30.08.2025 12:30;30.08.2025 12:45;12.079,50;13.361,50;1.282,00;74,25
30.08.2025 12:45;30.08.2025 13:00;12.099,75;13.345,50;1.245,75;-17,00
30.08.2025 13:00;30.08.2025 13:15;11.870,00;13.116,00;1.246,00;-342,75
30.08.2025 13:15;30.08.2025 13:30;11.760,00;13.027,75;1.267,75;-340,75
30.08.2025 13:30;30.08.2025 13:45;11.654,00;12.928,75;1.274,75;-494,25
30.08.2025 13:45;30.08.2025 14:00;11.643,50;12.905,50;1.262,00;-267,25
30.08.2025 14:00;30.08.2025 14:15;11.598,75;12.871,75;1.273,00;-84,00
30.08.2025 14:15;30.08.2025 14:30;11.462,50;12.695,25;1.232,75;-101,00
30.08.2025 14:30;30.08.2025 14:45;11.365,75;12.579,00;1.213,25;-10,75
30.08.2025 14:45;30.08.2025 15:00;11.172,75;12.419,50;1.246,75;-125,00
30.08.2025 15:00;30.08.2025 15:15;11.396,00;12.656,00;1.260,00;789,75
30.08.2025 15:15;30.08.2025 15:30;11.343,00;12.600,25;1.257,25;1.187,25
30.08.2025 15:30;30.08.2025 15:45;11.217,50;12.485,75;1.268,25;1.169,00
30.08.2025 15:45;30.08.2025 16:00;11.192,75;12.402,50;1.209,75;1.443,00
30.08.2025 16:00;30.08.2025 16:15;11.279,25;12.463,00;1.183,75;1.789,00
30.08.2025 16:15;30.08.2025 16:30;11.212,25;12.364,25;1.152,00;2.073,50
30.08.2025 16:30;30.08.2025 16:45;11.068,25;12.037,75;969,50;2.288,00
30.08.2025 16:45;30.08.2025 17:00;11.110,00;11.940,25;830,25;2.788,25
30.08.2025 17:00;30.08.2025 17:15;11.301,00;12.045,75;744,75;3.518,00
30.08.2025 17:15;30.08.2025 17:30;11.335,25;12.008,00;672,75;4.213,25
30.08.2025 17:30;30.08.2025 17:45;11.501,25;11.741,50;240,25;5.112,25
30.08.2025 17:45;30.08.2025 18:00;11.522,50;11.607,00;84,50;5.836,75
30.08.2025 18:00;30.08.2025 18:15;11.702,50;11.716,75;14,25;6.768,00
30.08.2025 18:15;30.08.2025 18:30;11.740,75;11.745,50;4,75;7.495,00
30.08.2025 18:30;30.08.2025 18:45;11.800,75;11.801,75;1,00;8.286,25
30.08.2025 18:45;30.08.2025 19:00;11.851,75;11.852,75;1,00;9.054,75
30.08.2025 19:00;30.08.2025 19:15;11.910,25;11.911,25;1,00;9.736,00
30.08.2025 19:15;30.08.2025 19:30;11.889,00;11.889,75;0,75;10.241,75
30.08.2025 19:30;30.08.2025 19:45;11.841,00;11.841,00;0,00;10.527,25
30.08.2025 19:45;30.08.2025 20:00;11.604,50;11.604,75;0,25;10.476,50
30.08.2025 20:00;30.08.2025 20:15;11.570,50;11.570,75;0,25;10.509,00
30.08.2025 20:15;30.08.2025 20:30;11.615,75;11.616,50;0,75;10.650,00
30.08.2025 20:30;30.08.2025 20:45;11.742,50;11.743,75;1,25;10.761,25
30.08.2025 20:45;30.08.2025 21:00;11.678,75;11.680,00;1,25;10.616,25
30.08.2025 21:00;30.08.2025 21:15;11.421,00;11.422,25;1,25;10.277,25
30.08.2025 21:15;30.08.2025 21:30;11.320,25;11.321,50;1,25;10.063,25
30.08.2025 21:30;30.08.2025 21:45;11.113,00;11.114,50;1,50;9.749,25
30.08.2025 21:45;30.08.2025 22:00;10.956,00;10.957,50;1,50;9.462,50
30.08.2025 22:00;30.08.2025 22:15;10.947,75;10.949,25;1,50;9.344,50
30.08.2025 22:15;30.08.2025 22:30;10.763,25;10.764,75;1,50;8.993,75
30.08.2025 22:30;30.08.2025 22:45;10.608,00;10.610,00;2,00;8.668,00
30.08.2025 22:45;30.08.2025 23:00;10.455,25;10.457,25;2,00;8.330,50
30.08.2025 23:00;30.08.2025 23:15;10.395,75;10.398,50;2,75;8.129,25
30.08.2025 23:15;30.08.2025 23:30;10.206,50;10.216,75;10,25;7.818,00
30.08.2025 23:30;30.08.2025 23:45;10.064,00;10.076,50;12,50;7.543,00
30.08.2025 23:45;31.08.2025 00:00;9.902,75;9.915,25;12,50;7.247,00
31.08.2025 00:00;31.08.2025 00:15;9.640,50;9.644,25;3,75;6.866,50
31.08.2025 00:15;31.08.2025 00:30;9.514,75;9.518,50;3,75;6.615,25
31.08.2025 00:30;31.08.2025 00:45;9.472,75;9.480,50;7,75;6.494,00
31.08.2025 00:45;31.08.2025 01:00;9.289,25;9.380,00;90,75;6.257,25
31.08.2025 01:00;31.08.2025 01:15;9.160,25;9.373,50;213,25;6.035,75
31.08.2025 01:15;31.08.2025 01:30;9.092,50;9.282,75;190,25;5.881,50
31.08.2025 01:30;31.08.2025 01:45;9.014,25;9.190,50;176,25;5.724,75
31.08.2025 01:45;31.08.2025 02:00;8.994,00;9.273,25;279,25;5.583,00
31.08.2025 02:00;31.08.2025 02:15;8.866,25;9.033,50;167,25;5.365,25
31.08.2025 02:15;31.08.2025 02:30;8.938,25;9.124,00;185,75;5.341,25
31.08.2025 02:30;31.08.2025 02:45;8.970,75;9.201,00;230,25;5.292,75
31.08.2025 02:45;31.08.2025 03:00;8.947,75;9.216,75;269,00;5.194,25
31.08.2025 03:00;31.08.2025 03:15;8.835,75;9.039,25;203,50;5.040,75
31.08.2025 03:15;31.08.2025 03:30;8.916,25;9.128,25;212,00;5.043,25
31.08.2025 03:30;31.08.2025 03:45;8.900,25;9.112,25;212,00;4.985,00
31.08.2025 03:45;31.08.2025 04:00;8.889,00;9.120,25;231,25;4.945,00
31.08.2025 04:00;31.08.2025 04:15;8.811,50;9.107,00;295,50;4.888,00
31.08.2025 04:15;31.08.2025 04:30;8.846,50;9.147,00;300,50;4.903,75
31.08.2025 04:30;31.08.2025 04:45;8.870,75;9.164,50;293,75;4.915,25
31.08.2025 04:45;31.08.2025 05:00;8.928,75;9.234,00;305,25;4.974,25
31.08.2025 05:00;31.08.2025 05:15;8.936,00;9.214,50;278,50;4.980,25
31.08.2025 05:15;31.08.2025 05:30;8.978,25;9.245,00;266,75;5.008,00
31.08.2025 05:30;31.08.2025 05:45;9.033,75;9.247,00;213,25;5.076,00
31.08.2025 05:45;31.08.2025 06:00;9.044,25;9.223,50;179,25;5.173,75
31.08.2025 06:00;31.08.2025 06:15;9.140,75;9.312,25;171,50;5.353,50
31.08.2025 06:15;31.08.2025 06:30;9.179,50;9.335,25;155,75;5.382,50
31.08.2025 06:30;31.08.2025 06:45;9.200,75;9.358,50;157,75;5.275,75
31.08.2025 06:45;31.08.2025 07:00;9.205,50;9.382,00;176,50;5.052,50
31.08.2025 07:00;31.08.2025 07:15;9.350,50;9.548,00;197,50;4.850,75
31.08.2025 07:15;31.08.2025 07:30;9.525,25;9.819,00;293,75;4.639,25
31.08.2025 07:30;31.08.2025 07:45;9.662,00;10.040,25;378,25;4.390,00
31.08.2025 07:45;31.08.2025 08:00;9.885,50;10.381,25;495,75;4.087,50
31.08.2025 08:00;31.08.2025 08:15;10.120,25;10.631,75;511,50;3.798,25
31.08.2025 08:15;31.08.2025 08:30;10.372,25;10.979,25;607,00;3.662,50
31.08.2025 08:30;31.08.2025 08:45;10.543,25;11.181,50;638,25;3.312,75
31.08.2025 08:45;31.08.2025 09:00;10.709,75;11.477,00;767,25;2.964,50
31.08.2025 09:00;31.08.2025 09:15;10.974,75;11.736,00;761,25;2.704,75
31.08.2025 09:15;31.08.2025 09:30;11.143,75;11.949,50;805,75;2.270,75
31.08.2025 09:30;31.08.2025 09:45;11.228,25;12.092,25;864,00;1.847,00
31.08.2025 09:45;31.08.2025 10:00;11.360,25;12.273,25;913,00;1.644,50
31.08.2025 10:00;31.08.2025 10:15;11.453,75;12.413,75;960,00;1.570,75
31.08.2025 10:15;31.08.2025 10:30;11.616,00;12.607,00;991,00;1.472,25
31.08.2025 10:30;31.08.2025 10:45;11.737,25;12.854,75;1.117,50;1.275,25
31.08.2025 10:45;31.08.2025 11:00;11.662,75;12.787,25;1.124,50;816,00
31.08.2025 11:00;31.08.2025 11:15;11.541,00;12.666,75;1.125,75;44,00
31.08.2025 11:15;31.08.2025 11:30;11.680,50;12.877,25;1.196,75;8,75
31.08.2025 11:30;31.08.2025 11:45;11.736,75;12.955,00;1.218,25;-68,25
31.08.2025 11:45;31.08.2025 12:00;11.683,25;12.905,00;1.221,75;-143,50
31.08.2025 12:00;31.08.2025 12:15;11.622,25;12.853,00;1.230,75;-204,75
31.08.2025 12:15;31.08.2025 12:30;11.477,50;12.720,75;1.243,25;-348,00
31.08.2025 12:30;31.08.2025 12:45;11.392,25;12.638,50;1.246,25;-414,00
31.08.2025 12:45;31.08.2025 13:00;11.320,25;12.552,00;1.231,75;-429,00
31.08.2025 13:00;31.08.2025 13:15;11.182,25;12.436,25;1.254,00;-404,25
31.08.2025 13:15;31.08.2025 13:30;11.094,75;12.366,75;1.272,00;-334,25
31.08.2025 13:30;31.08.2025 13:45;10.909,25;12.166,75;1.257,50;-359,75
31.08.2025 13:45;31.08.2025 14:00;10.836,50;12.089,00;1.252,50;-263,25
31.08.2025 14:00;31.08.2025 14:15;10.875,00;12.132,00;1.257,00;-137,25
31.08.2025 14:15;31.08.2025 14:30;10.768,25;11.993,75;1.225,50;-94,75
31.08.2025 14:30;31.08.2025 14:45;10.603,00;11.823,00;1.220,00;-30,25
31.08.2025 14:45;31.08.2025 15:00;10.595,25;11.824,00;1.228,75;149,75
31.08.2025 15:00;31.08.2025 15:15;10.611,00;11.881,50;1.270,50;366,25
31.08.2025 15:15;31.08.2025 15:30;10.425,75;11.609,75;1.184,00;441,50
31.08.2025 15:30;31.08.2025 15:45;10.425,75;11.390,00;964,25;904,75
31.08.2025 15:45;31.08.2025 16:00;10.453,75;11.235,25;781,50;1.299,00
31.08.2025 16:00;31.08.2025 16:15;10.651,50;11.525,00;873,50;2.051,50
31.08.2025 16:15;31.08.2025 16:30;10.522,25;11.350,00;827,75;2.344,75
31.08.2025 16:30;31.08.2025 16:45;10.501,00;11.171,75;670,75;2.691,25
31.08.2025 16:45;31.08.2025 17:00;10.493,50;11.097,75;604,25;2.997,75
31.08.2025 17:00;31.08.2025 17:15;10.705,75;11.191,75;486,00;3.752,50
31.08.2025 17:15;31.08.2025 17:30;10.835,50;11.173,50;338,00;4.439,75
31.08.2025 17:30;31.08.2025 17:45;10.994,50;11.153,50;159,00;5.260,50
31.08.2025 17:45;31.08.2025 18:00;11.156,75;11.265,25;108,50;6.060,00
31.08.2025 18:00;31.08.2025 18:15;11.374,75;11.506,00;131,25;6.902,25
31.08.2025 18:15;31.08.2025 18:30;11.557,75;11.562,50;4,75;7.733,50
31.08.2025 18:30;31.08.2025 18:45;11.676,75;11.678,00;1,25;8.465,75
31.08.2025 18:45;31.08.2025 19:00;11.738,75;11.739,50;0,75;9.092,25
31.08.2025 19:00;31.08.2025 19:15;11.914,75;11.915,50;0,75;9.745,50
31.08.2025 19:15;31.08.2025 19:30;11.906,75;11.907,25;0,50;10.129,00
31.08.2025 19:30;31.08.2025 19:45;11.781,25;11.781,50;0,25;10.209,50
31.08.2025 19:45;31.08.2025 20:00;11.689,50;11.689,75;0,25;10.167,25
31.08.2025 20:00;31.08.2025 20:15;11.656,75;11.657,00;0,25;10.094,75
31.08.2025 20:15;31.08.2025 20:30;11.853,50;11.853,75;0,25;10.303,00
31.08.2025 20:30;31.08.2025 20:45;11.987,75;11.987,75;0,00;10.233,75
31.08.2025 20:45;31.08.2025 21:00;11.864,75;11.864,75;0,00;9.888,50
31.08.2025 21:00;31.08.2025 21:15;11.666,25;11.666,75;0,50;9.529,75
31.08.2025 21:15;31.08.2025 21:30;11.540,00;11.540,50;0,50;9.237,50
31.08.2025 21:30;31.08.2025 21:45;11.429,25;11.432,00;2,75;8.885,75
31.08.2025 21:45;31.08.2025 22:00;11.272,25;11.311,25;39,00;8.433,75
31.08.2025 22:00;31.08.2025 22:15;11.264,75;11.334,75;70,00;8.248,25
31.08.2025 22:15;31.08.2025 22:30;11.052,25;11.125,50;73,25;7.870,75
31.08.2025 22:30;31.08.2025 22:45;11.043,00;11.095,00;52,00;7.672,50
31.08.2025 22:45;31.08.2025 23:00;10.964,50;11.038,50;74,00;7.387,50
31.08.2025 23:00;31.08.2025 23:15;10.963,00;11.279,00;316,00;7.185,50
31.08.2025 23:15;31.08.2025 23:30;10.694,50;10.818,25;123,75;6.738,25
31.08.2025 23:30;31.08.2025 23:45;10.577,25;10.809,00;231,75;6.497,50
31.08.2025 23:45;01.09.2025 00:00;10.520,50;10.891,75;371,25;6.374,50
01.09.2025 00:00;01.09.2025 00:15;10.331,75;10.473,75;142,00;6.036,75
01.09.2025 00:15;01.09.2025 00:30;10.319,00;10.460,00;141,00;5.924,25
01.09.2025 00:30;01.09.2025 00:45;10.197,25;10.459,50;262,25;5.778,25
01.09.2025 00:45;01.09.2025 01:00;10.060,00;10.391,50;331,50;5.629,50
01.09.2025 01:00;01.09.2025 01:15;9.948,25;10.496,25;548,00;5.543,75
01.09.2025 01:15;01.09.2025 01:30;9.927,75;10.594,25;666,50;5.613,50
01.09.2025 01:30;01.09.2025 01:45;9.833,25;10.517,00;683,75;5.705,25
01.09.2025 01:45;01.09.2025 02:00;9.761,50;10.401,50;640,00;5.788,25
