datetime,lignite_generation,hard_coal_generation,fossil_gas_generation,other_conventional_generation,lignite_emissions,hard_coal_emissions,fossil_gas_emissions,other_conventional_emission,total_generation,delta_generation,total_emissions,delta_emissions
2022-12-24 07:00:00+00:00,4.25,215.75,143.0,81.25,4.8031,195.1189,131.6549,165.8764,444.25,18.25,497.45,15.589999999999975
2022-12-24 07:15:00+00:00,4.25,225.25,143.0,81.25,4.7825,200.0102,130.1186,165.4344,453.75,9.5,500.35,2.900000000000034
2022-12-24 07:30:00+00:00,4.25,227.5,143.0,81.25,4.762,198.2708,128.5824,164.9924,456.0,2.25,496.61,-3.740000000000009
2022-12-24 07:45:00+00:00,4.25,232.25,143.0,81.25,4.7415,198.5952,127.0461,164.5504,460.75,4.75,494.93,-1.6800000000000068
2022-12-24 08:00:00+00:00,4.25,233.75,144.75,81.25,4.7034,192.2615,124.9075,163.4835,464.0,3.25,485.36,-9.569999999999993
2022-12-24 08:15:00+00:00,4.25,234.0,144.75,81.25,4.695,191.3556,124.8506,163.4628,464.25,0.25,484.36,-1.0
2022-12-24 08:30:00+00:00,4.25,234.75,144.5,81.25,4.6866,190.8539,124.5781,163.4422,464.75,0.5,483.56,-0.8000000000000114
2022-12-24 08:45:00+00:00,4.25,234.5,144.5,81.25,4.6782,189.5367,124.5213,163.4215,464.5,-0.25,482.16,-1.3999999999999773
2022-12-24 09:00:00+00:00,4.25,232.0,143.0,81.75,4.6408,184.468,122.7034,164.1236,461.0,-3.5,475.94,-6.220000000000027
2022-12-24 09:15:00+00:00,4.25,232.25,143.0,81.75,4.6519,184.8876,122.96,164.2914,461.25,0.25,476.79,0.8500000000000227
2022-12-24 09:30:00+00:00,4.25,229.0,143.0,81.75,4.6629,182.5181,123.2166,164.4591,458.0,-3.25,474.86,-1.9300000000000068
2022-12-24 09:45:00+00:00,4.25,229.0,143.0,81.75,4.674,182.7359,123.4732,164.6269,458.0,0.0,475.51,0.6499999999999773
2022-12-24 10:00:00+00:00,4.25,225.75,142.75,81.75,4.7152,172.0833,123.1606,165.5507,454.5,-3.5,465.51,-10.0
2022-12-24 10:15:00+00:00,4.25,224.25,143.25,81.75,4.7063,176.6351,124.0871,165.2152,453.5,-1.0,470.64,5.1299999999999955
2022-12-24 10:30:00+00:00,4.25,225.25,143.25,81.75,4.6975,183.1434,124.5821,164.8796,454.5,1.0,477.3,6.660000000000025
2022-12-24 10:45:00+00:00,4.25,225.0,143.0,81.75,4.6886,188.6544,124.8588,164.544,454.0,-0.5,482.75,5.449999999999989
2022-12-24 11:00:00+00:00,4.25,222.5,141.75,84.5,4.6533,208.3627,127.191,168.1905,453.0,-1.0,508.4,25.649999999999977
2022-12-24 11:15:00+00:00,4.25,221.75,141.5,84.5,4.6621,203.3051,125.5098,168.8743,452.0,-1.0,502.35,-6.0499999999999545
2022-12-24 11:30:00+00:00,4.25,222.25,141.25,84.5,4.6709,199.3985,123.8337,169.5582,452.25,0.25,497.46,-4.890000000000043
2022-12-24 11:45:00+00:00,4.25,222.0,141.25,84.5,4.6797,194.8141,122.3794,170.242,452.0,-0.25,492.12,-5.339999999999975
2022-12-24 12:00:00+00:00,4.25,222.0,143.0,84.75,4.7217,184.9473,118.7612,172.8994,454.0,2.0,481.33,-10.79000000000002
2022-12-24 12:15:00+00:00,4.25,222.25,143.0,84.75,4.7085,184.8332,119.8007,172.6178,454.25,0.25,481.96,0.6299999999999955
2022-12-24 12:30:00+00:00,4.25,222.25,143.0,84.75,4.6953,184.5107,120.8402,172.3363,454.25,0.0,482.38,0.4200000000000159
2022-12-24 12:45:00+00:00,4.25,221.0,142.25,84.75,4.682,183.1523,121.2405,172.0548,452.25,-2.0,481.13,-1.25
2022-12-24 13:00:00+00:00,4.25,222.5,143.0,84.75,4.6567,183.2451,125.7259,171.4735,454.5,2.25,485.1,3.9700000000000273
2022-12-24 13:15:00+00:00,4.25,223.25,143.0,84.75,4.6516,184.095,124.9285,171.3936,455.25,0.75,485.07,-0.03000000000002956
2022-12-24 13:30:00+00:00,4.25,222.5,142.75,84.75,4.6466,183.708,123.914,171.3137,454.25,-1.0,483.58,-1.490000000000009
2022-12-24 13:45:00+00:00,4.25,222.75,142.5,84.75,4.6416,184.1461,122.9023,171.2338,454.25,0.0,482.92,-0.6599999999999682
2022-12-24 14:00:00+00:00,4.25,222.25,143.75,84.75,4.6489,183.9567,123.8378,171.0887,455.0,0.75,483.53,0.6099999999999568
2022-12-24 14:15:00+00:00,4.25,222.5,143.75,84.75,4.6357,184.3988,122.6172,171.0524,455.25,0.25,482.7,-0.8299999999999841
2022-12-24 14:30:00+00:00,4.25,225.5,143.5,84.75,4.6225,187.1234,121.1855,171.0162,458.0,2.75,483.95,1.25
2022-12-24 14:45:00+00:00,4.25,230.0,143.5,84.75,4.6094,191.1006,119.967,170.98,462.5,4.5,486.66,2.7100000000000364
2022-12-24 15:00:00+00:00,4.25,240.5,145.25,84.5,4.5466,206.6822,118.9863,170.3979,474.5,12.0,500.61,13.949999999999989
2022-12-24 15:15:00+00:00,4.25,275.0,145.5,84.5,4.5667,231.8907,118.8145,170.3895,509.25,34.75,525.66,25.049999999999955
2022-12-24 15:30:00+00:00,4.25,293.5,145.5,84.5,4.5867,242.7516,118.4379,170.3811,527.75,18.5,536.16,10.5
2022-12-24 15:45:00+00:00,4.25,309.5,147.0,84.5,4.6067,250.9878,119.2784,170.3727,545.25,17.5,545.25,9.090000000000032
2022-12-24 16:00:00+00:00,4.5,327.0,161.5,83.75,4.9269,252.0394,128.5841,169.8106,576.75,31.5,555.36,10.110000000000014
2022-12-24 16:15:00+00:00,4.5,339.0,161.5,83.75,4.9298,261.318,129.5314,169.1633,588.75,12.0,564.94,9.580000000000041
2022-12-24 16:30:00+00:00,4.5,343.25,161.5,83.75,4.9327,264.6239,130.4786,168.5161,593.0,4.25,568.55,3.6099999999999
2022-12-24 16:45:00+00:00,4.5,343.0,161.5,83.75,4.9356,264.461,131.4259,167.8688,592.75,-0.25,568.69,0.14000000000010004
2022-12-24 17:00:00+00:00,4.5,347.0,161.75,83.75,4.9531,273.8611,134.6906,166.9864,597.0,4.25,580.49,11.799999999999955
2022-12-24 17:15:00+00:00,4.5,338.0,162.0,83.75,4.9463,262.6704,134.4664,166.5057,588.25,-8.75,568.59,-11.899999999999977
2022-12-24 17:30:00+00:00,4.5,331.25,161.75,83.75,4.9395,253.4188,133.8272,166.025,581.25,-7.0,558.21,-10.379999999999995
2022-12-24 17:45:00+00:00,4.5,337.5,161.75,83.75,4.9326,254.1187,133.3955,165.5443,587.5,6.25,557.99,-0.22000000000002728
2022-12-24 18:00:00+00:00,4.25,334.5,159.25,83.5,4.6122,247.4078,126.8879,163.3576,581.5,-6.0,542.27,-15.720000000000027
2022-12-24 18:15:00+00:00,4.25,332.5,159.25,83.5,4.6324,242.4175,129.1498,163.6927,579.5,-2.0,539.89,-2.3799999999999955
2022-12-24 18:30:00+00:00,4.25,324.25,159.25,83.5,4.6526,232.9787,131.4117,164.0279,571.25,-8.25,533.07,-6.819999999999936
2022-12-24 18:45:00+00:00,4.25,322.75,159.0,83.5,4.6728,228.4929,133.4637,164.363,569.5,-1.75,530.99,-2.080000000000041
2022-12-24 19:00:00+00:00,4.25,303.5,143.0,83.5,4.705,207.3848,125.3959,166.1115,534.25,-35.25,503.6,-27.389999999999986
2022-12-24 19:15:00+00:00,4.25,283.25,142.5,83.5,4.7176,193.4127,124.9117,165.5071,513.5,-20.75,488.55,-15.050000000000011
2022-12-24 19:30:00+00:00,4.25,267.5,142.25,83.5,4.7301,182.5305,124.6468,164.9028,497.5,-16.0,476.81,-11.740000000000009
2022-12-24 19:45:00+00:00,4.25,259.25,142.25,83.5,4.7426,176.7774,124.6011,164.2985,489.25,-8.25,470.42,-6.389999999999986
2022-12-24 20:00:00+00:00,4.25,246.25,141.0,83.5,4.9326,166.8262,124.0696,167.9953,475.0,-14.25,463.82,-6.600000000000023
2022-12-24 20:15:00+00:00,4.25,236.0,140.75,83.5,4.8269,160.4002,123.3992,164.5324,464.5,-10.5,453.16,-10.659999999999968
2022-12-24 20:30:00+00:00,4.25,234.75,140.75,83.5,4.7212,160.0658,122.9488,161.0695,463.25,-1.25,448.81,-4.350000000000023
2022-12-24 20:45:00+00:00,4.25,235.75,140.75,83.5,4.6156,161.2652,122.4984,157.6065,464.25,1.0,445.99,-2.819999999999993
2022-12-24 21:00:00+00:00,4.25,229.25,126.0,84.5,4.4217,151.8786,104.7561,152.0552,444.0,-20.25,413.11,-32.879999999999995
2022-12-24 21:15:00+00:00,4.25,203.25,126.0,84.5,4.3839,138.5099,107.3601,151.4627,418.0,-26.0,401.72,-11.389999999999986
2022-12-24 21:30:00+00:00,4.25,190.0,126.0,84.5,4.346,133.0854,109.9642,150.8702,404.75,-13.25,398.27,-3.4500000000000455
2022-12-24 21:45:00+00:00,4.25,193.0,126.0,84.5,4.3082,138.8487,112.5682,150.2777,407.75,3.0,406.0,7.730000000000018
2022-12-24 22:00:00+00:00,4.0,194.75,126.0,84.75,3.9537,149.3459,115.683,148.1164,409.5,1.75,417.1,11.100000000000023
2022-12-24 22:15:00+00:00,4.0,194.25,125.25,84.75,3.9629,149.1811,117.5073,148.8726,408.25,-1.25,419.52,2.419999999999959
2022-12-24 22:30:00+00:00,4.0,191.0,125.0,84.75,3.9721,146.9001,119.7805,149.6287,404.75,-3.5,420.28,0.7599999999999909
2022-12-24 22:45:00+00:00,4.0,190.5,125.0,84.75,3.9814,146.73,122.2883,150.3849,404.25,-0.5,423.38,3.1000000000000227
2022-12-24 23:00:00+00:00,3.75,189.25,105.5,84.75,3.8016,145.2287,106.7111,152.3238,383.25,-21.0,408.07,-15.310000000000002
2022-12-24 23:15:00+00:00,3.75,183.25,105.5,84.75,3.7701,141.3243,108.0856,152.3069,377.25,-6.0,405.49,-2.579999999999984
2022-12-24 23:30:00+00:00,3.75,182.75,105.5,84.75,3.7385,141.6367,109.4601,152.2899,376.75,-0.5,407.13,1.6399999999999864
2022-12-24 23:45:00+00:00,3.75,180.25,105.5,84.75,3.7069,140.3875,110.8346,152.273,374.25,-2.5,407.2,0.06999999999999318
2022-12-25 00:00:00+00:00,3.5,179.0,105.5,84.75,3.3762,140.9302,114.4338,152.0064,372.75,-1.5,410.75,3.5500000000000114
2022-12-25 00:15:00+00:00,3.5,179.75,105.5,84.75,3.3838,141.6548,114.396,152.1559,373.5,0.75,411.59,0.839999999999975
2022-12-25 00:30:00+00:00,3.5,179.5,105.5,84.75,3.3914,141.5918,114.3582,152.3054,373.25,-0.25,411.65,0.060000000000002274
2022-12-25 00:45:00+00:00,3.5,178.75,105.5,84.75,3.3991,141.1336,114.3204,152.4549,372.5,-0.75,411.31,-0.339999999999975
2022-12-25 01:00:00+00:00,3.75,182.0,105.5,84.75,3.5727,143.392,113.6073,152.9902,376.0,3.5,413.56,2.25
2022-12-25 01:15:00+00:00,3.75,181.75,105.75,84.75,3.6325,143.6267,114.2897,152.8831,376.0,0.0,414.43,0.8700000000000045
2022-12-25 01:30:00+00:00,3.75,182.25,105.75,84.75,3.6923,144.4547,114.7028,152.776,376.5,0.5,415.63,1.1999999999999886
2022-12-25 01:45:00+00:00,3.75,181.25,105.75,84.75,3.7521,144.0925,115.1159,152.6688,375.5,-1.0,415.63,0.0
2022-12-25 02:00:00+00:00,3.75,182.0,105.75,84.75,3.8798,145.614,115.8503,151.9283,376.25,0.75,417.27,1.6399999999999864
2022-12-25 02:15:00+00:00,3.75,182.5,105.75,84.75,3.8984,146.123,116.0555,152.2438,376.75,0.5,418.32,1.0500000000000114
2022-12-25 02:30:00+00:00,3.75,181.25,105.75,84.75,3.917,145.2304,116.2607,152.5592,375.5,-1.25,417.97,-0.3499999999999659
2022-12-25 02:45:00+00:00,3.75,181.0,105.75,84.75,3.9357,145.1381,116.4659,152.8747,375.25,-0.25,418.41,0.4399999999999977
2022-12-25 03:00:00+00:00,4.0,185.75,105.75,84.75,4.2288,149.7596,116.7246,153.2188,380.25,5.0,423.93,5.519999999999982
2022-12-25 03:15:00+00:00,4.0,188.5,105.75,84.75,4.2418,151.616,116.8956,153.5179,383.0,2.75,426.27,2.339999999999975
2022-12-25 03:30:00+00:00,4.0,188.0,105.75,84.75,4.2548,150.8541,117.0666,153.817,382.5,-0.5,425.99,-0.2799999999999727
2022-12-25 03:45:00+00:00,4.0,188.75,105.75,84.75,4.2678,151.0946,117.2375,154.1161,383.25,0.75,426.72,0.7300000000000182
2022-12-25 04:00:00+00:00,4.25,195.75,105.75,82.75,4.2853,155.8736,118.3146,151.5407,388.5,5.25,430.01,3.2899999999999636
2022-12-25 04:15:00+00:00,4.25,194.75,105.75,82.75,4.4746,155.0052,117.8825,151.322,387.5,-1.0,428.68,-1.329999999999984
2022-12-25 04:30:00+00:00,4.25,196.25,105.75,82.75,4.6639,156.1265,117.4504,151.1033,389.0,1.5,429.34,0.6599999999999682
2022-12-25 04:45:00+00:00,4.25,196.0,105.75,82.75,4.8531,155.855,117.0183,150.8846,388.75,-0.25,428.61,-0.7299999999999613
2022-12-25 05:00:00+00:00,4.25,198.5,107.25,82.25,5.3696,157.3712,116.5363,149.2138,392.25,3.5,428.49,-0.12000000000000455
2022-12-25 05:15:00+00:00,4.25,199.0,107.25,82.25,5.3742,157.96,117.2402,149.3588,392.75,0.5,429.93,1.4399999999999977
2022-12-25 05:30:00+00:00,4.25,199.0,107.25,82.25,5.3788,158.1524,117.9441,149.5037,392.75,0.0,430.98,1.0500000000000114
2022-12-25 05:45:00+00:00,4.25,199.25,107.25,82.25,5.3834,158.5436,118.6481,149.6487,393.0,0.25,432.22,1.240000000000009
2022-12-25 06:00:00+00:00,4.25,200.0,107.25,82.5,5.5764,159.8325,124.2054,150.8572,394.0,1.0,440.47,8.25
2022-12-25 06:15:00+00:00,4.25,199.25,107.25,82.5,5.4554,159.0956,121.6907,150.5976,393.25,-0.75,436.84,-3.6300000000000523
2022-12-25 06:30:00+00:00,4.25,200.0,107.25,82.5,5.3344,159.5563,119.176,150.338,394.0,0.75,434.4,-2.4399999999999977
2022-12-25 06:45:00+00:00,4.25,199.5,107.25,82.5,5.2134,159.0197,116.6613,150.0784,393.5,-0.5,430.97,-3.42999999999995
2022-12-25 07:00:00+00:00,4.25,201.0,107.25,82.25,5.1278,160.7918,110.9571,148.6636,394.75,1.25,425.54,-5.430000000000007
2022-12-25 07:15:00+00:00,4.25,202.75,107.25,82.25,4.9936,161.5683,110.7724,148.8741,396.5,1.75,426.21,0.6699999999999591
2022-12-25 07:30:00+00:00,4.25,200.75,107.25,82.25,4.8595,159.3572,110.5877,149.0845,394.5,-2.0,423.89,-2.319999999999993
2022-12-25 07:45:00+00:00,4.25,197.75,107.25,82.25,4.7254,156.3678,110.4029,149.295,391.5,-3.0,420.79,-3.099999999999966
2022-12-25 08:00:00+00:00,4.25,198.25,107.0,82.25,4.4852,154.999,110.896,149.7166,391.75,0.25,420.1,-0.6899999999999977
2022-12-25 08:15:00+00:00,4.25,198.25,107.0,82.25,4.4358,155.1716,110.0897,149.7874,391.75,0.0,419.48,-0.6200000000000045
2022-12-25 08:30:00+00:00,4.25,198.25,107.0,82.25,4.3864,155.3442,109.2835,149.8583,391.75,0.0,418.87,-0.6100000000000136
2022-12-25 08:45:00+00:00,4.25,197.25,107.0,82.25,4.337,154.7324,108.4773,149.9292,390.75,-1.0,417.48,-1.3899999999999864
2022-12-25 09:00:00+00:00,4.25,192.5,119.25,83.0,4.1789,151.1651,118.4498,151.9334,399.0,8.25,425.73,8.25
2022-12-25 09:15:00+00:00,4.25,192.25,119.25,83.0,4.2041,151.1428,118.6095,151.628,398.75,-0.25,425.58,-0.1500000000000341
2022-12-25 09:30:00+00:00,4.25,192.25,119.25,83.0,4.2294,151.3169,118.7692,151.3226,398.75,0.0,425.64,0.060000000000002274
2022-12-25 09:45:00+00:00,4.25,191.0,119.25,83.0,4.2546,150.5059,118.9289,151.0172,397.5,-1.25,424.71,-0.9300000000000068
2022-12-25 10:00:00+00:00,4.25,189.5,118.25,84.25,4.2081,149.9897,117.097,152.3742,396.25,-1.25,423.67,-1.0399999999999636
2022-12-25 10:15:00+00:00,4.25,189.5,119.75,84.25,4.2818,149.8319,119.4114,152.4716,397.75,1.5,426.0,2.329999999999984
2022-12-25 10:30:00+00:00,4.25,189.75,119.75,84.25,4.3555,149.8716,120.2404,152.569,398.0,0.25,427.04,1.0400000000000205
2022-12-25 10:45:00+00:00,4.25,188.0,119.75,84.25,4.4292,148.3328,121.0694,152.6665,396.25,-1.75,426.5,-0.5400000000000205
2022-12-25 11:00:00+00:00,4.25,186.75,119.75,84.75,4.5132,146.6332,123.1499,153.4173,395.5,-0.75,427.71,1.2099999999999795
2022-12-25 11:15:00+00:00,4.25,187.0,119.75,84.75,4.5852,147.0477,123.1705,153.6843,395.75,0.25,428.49,0.7800000000000296
2022-12-25 11:30:00+00:00,4.25,185.5,119.75,84.75,4.6571,146.0846,123.191,153.9514,394.25,-1.5,427.88,-0.6100000000000136
2022-12-25 11:45:00+00:00,4.25,185.25,119.75,84.75,4.7291,146.1039,123.2115,154.2185,394.0,-0.25,428.26,0.37999999999999545
2022-12-25 12:00:00+00:00,4.0,186.25,118.25,84.75,4.4866,147.36,120.876,155.3831,393.25,-0.75,428.11,-0.14999999999997726
2022-12-25 12:15:00+00:00,4.0,186.25,118.25,84.75,4.58,147.4115,121.4379,155.0537,393.25,0.0,428.48,0.37000000000000455
2022-12-25 12:30:00+00:00,4.0,184.75,118.25,84.75,4.6735,146.2755,121.9997,154.7242,391.75,-1.5,427.67,-0.8100000000000023
2022-12-25 12:45:00+00:00,4.0,183.75,118.25,84.75,4.7669,145.5346,122.5616,154.3947,390.75,-1.0,427.26,-0.410000000000025
2022-12-25 13:00:00+00:00,4.0,185.25,118.25,84.75,5.2071,146.3632,123.688,153.5801,392.25,1.5,428.84,1.579999999999984
2022-12-25 13:15:00+00:00,4.0,186.25,118.25,84.75,5.0771,147.4796,123.8839,153.5769,393.25,1.0,430.02,1.1800000000000068
2022-12-25 13:30:00+00:00,4.0,186.0,118.25,84.75,4.9471,147.6075,124.0798,153.5737,393.0,-0.25,430.21,0.18999999999999773
2022-12-25 13:45:00+00:00,4.0,186.25,118.25,84.75,4.817,148.1321,124.2757,153.5705,393.25,0.25,430.8,0.5900000000000318
2022-12-25 14:00:00+00:00,4.0,187.0,120.5,84.75,4.5942,149.4019,129.5548,153.1457,396.25,3.0,436.7,5.899999999999977
2022-12-25 14:15:00+00:00,4.0,187.75,120.5,84.75,4.539,150.1019,127.9458,153.4236,397.0,0.75,436.01,-0.6899999999999977
2022-12-25 14:30:00+00:00,4.0,187.75,120.5,84.75,4.4839,150.2028,126.3367,153.7014,397.0,0.0,434.72,-1.2899999999999636
2022-12-25 14:45:00+00:00,4.0,187.25,120.5,84.75,4.4287,149.9033,124.7277,153.9793,396.5,-0.5,433.04,-1.6800000000000068
2022-12-25 15:00:00+00:00,4.25,190.75,138.5,84.75,4.6134,153.918,137.756,155.1957,418.25,21.75,451.48,18.439999999999998
2022-12-25 15:15:00+00:00,4.25,191.0,138.5,84.75,4.58,153.4825,138.501,154.8498,418.5,0.25,451.41,-0.06999999999999318
2022-12-25 15:30:00+00:00,4.25,191.75,138.5,84.75,4.5466,153.4454,139.246,154.504,419.25,0.75,451.74,0.3299999999999841
2022-12-25 15:45:00+00:00,4.25,191.75,138.5,84.75,4.5131,152.8057,139.9911,154.1582,419.25,0.0,451.47,-0.2699999999999818
2022-12-25 16:00:00+00:00,4.25,188.75,140.75,84.25,4.5374,149.4593,144.2411,152.3979,418.0,-1.25,450.64,-0.8300000000000409
2022-12-25 16:15:00+00:00,4.25,189.75,141.0,84.25,4.4665,149.8468,144.4583,152.3951,419.25,1.25,451.17,0.5300000000000296
2022-12-25 16:30:00+00:00,4.25,190.25,141.0,84.25,4.3956,149.8362,144.4193,152.3924,419.75,0.5,451.04,-0.12999999999999545
2022-12-25 16:45:00+00:00,4.25,190.0,141.0,84.25,4.3248,149.2345,144.3804,152.3897,419.5,-0.25,450.33,-0.7100000000000364
2022-12-25 17:00:00+00:00,4.25,189.75,142.0,84.25,4.2063,147.7416,145.7324,152.2413,420.25,0.75,449.92,-0.40999999999996817
2022-12-25 17:15:00+00:00,4.25,190.75,142.0,84.25,4.1716,148.7149,145.4483,152.3357,421.25,1.0,450.67,0.75
2022-12-25 17:30:00+00:00,4.25,190.5,142.0,84.25,4.1368,148.7145,145.1642,152.43,421.0,-0.25,450.45,-0.22000000000002728
2022-12-25 17:45:00+00:00,4.25,191.25,142.0,84.25,4.102,149.4953,144.8801,152.5244,421.75,0.75,451.0,0.5500000000000114
2022-12-25 18:00:00+00:00,4.25,191.25,140.75,84.25,3.8446,149.3817,143.7411,152.6674,420.5,-1.25,449.63,-1.3700000000000045
2022-12-25 18:15:00+00:00,4.25,190.5,140.75,84.25,3.9594,149.197,143.1831,152.7296,419.75,-0.75,449.07,-0.5600000000000023
2022-12-25 18:30:00+00:00,4.25,192.0,140.75,84.25,4.0742,150.776,142.625,152.7917,421.25,1.5,450.27,1.1999999999999886
2022-12-25 18:45:00+00:00,4.25,190.5,140.75,84.25,4.189,149.9992,142.067,152.8539,419.75,-1.5,449.11,-1.1599999999999682
2022-12-25 19:00:00+00:00,4.25,192.0,137.25,84.75,4.4789,153.6052,135.2873,154.2975,418.25,-1.5,447.67,-1.4399999999999977
2022-12-25 19:15:00+00:00,4.25,191.5,137.25,84.75,4.4907,152.2686,136.5534,154.0442,417.75,-0.5,447.36,-0.3100000000000023
2022-12-25 19:30:00+00:00,4.25,191.25,137.25,84.75,4.5024,151.1346,137.8195,153.7909,417.5,-0.25,447.25,-0.11000000000001364
2022-12-25 19:45:00+00:00,4.25,191.75,137.25,84.75,4.5142,150.5919,139.0856,153.5377,418.0,0.5,447.73,0.4800000000000182
2022-12-25 20:00:00+00:00,4.0,192.75,123.75,84.75,4.3288,145.9236,130.0173,153.0097,405.25,-12.75,433.28,-14.450000000000045
2022-12-25 20:15:00+00:00,4.0,188.5,123.0,84.75,4.2939,144.7449,128.1044,152.9412,400.25,-5.0,430.08,-3.1999999999999886
2022-12-25 20:30:00+00:00,4.0,189.25,123.0,84.75,4.259,147.3678,126.9795,152.8727,401.0,0.75,431.48,1.400000000000034
2022-12-25 20:45:00+00:00,4.0,193.75,122.75,84.75,4.2241,152.9675,125.5988,152.8042,405.25,4.25,435.59,4.109999999999957
2022-12-25 21:00:00+00:00,3.5,192.5,123.25,84.75,3.7032,158.8497,121.0298,152.8401,404.0,-1.25,436.42,0.8300000000000409
2022-12-25 21:15:00+00:00,3.5,184.25,123.25,84.75,3.6486,151.0844,122.5797,152.7021,395.75,-8.25,430.01,-6.410000000000025
2022-12-25 21:30:00+00:00,3.5,182.25,123.25,84.75,3.5939,148.4973,124.1296,152.5641,393.75,-2.0,428.78,-1.2300000000000182
