Datum von;Datum bis;Generation_DE Block 3 [MW] Berechnete Auflösungen;Generation_DE Block 4 [MW] Berechnete Auflösungen;Generation_DE Block 5 [MW] Berechnete Auflösungen
26.08.2025 00:00;26.08.2025 00:15;-;11,500;31,000
26.08.2025 00:15;26.08.2025 00:30;-;11,500;31,000
26.08.2025 00:30;26.08.2025 00:45;-;11,500;31,000
26.08.2025 00:45;26.08.2025 01:00;-;11,500;31,000
26.08.2025 01:00;26.08.2025 01:15;-;11,750;32,000
26.08.2025 01:15;26.08.2025 01:30;-;11,750;32,000
26.08.2025 01:30;26.08.2025 01:45;-;11,750;32,000
26.08.2025 01:45;26.08.2025 02:00;-;11,750;32,000
26.08.2025 02:00;26.08.2025 02:15;-;13,000;29,250
26.08.2025 02:15;26.08.2025 02:30;-;13,000;29,250
26.08.2025 02:30;26.08.2025 02:45;-;13,000;29,250
26.08.2025 02:45;26.08.2025 03:00;-;13,000;29,250
26.08.2025 03:00;26.08.2025 03:15;-;13,250;29,500
26.08.2025 03:15;26.08.2025 03:30;-;13,250;29,500
26.08.2025 03:30;26.08.2025 03:45;-;13,250;29,500
26.08.2025 03:45;26.08.2025 04:00;-;13,250;29,500
26.08.2025 04:00;26.08.2025 04:15;-;13,500;33,000
26.08.2025 04:15;26.08.2025 04:30;-;13,500;33,000
26.08.2025 04:30;26.08.2025 04:45;-;13,500;33,000
26.08.2025 04:45;26.08.2025 05:00;-;13,500;33,000
26.08.2025 05:00;26.08.2025 05:15;-;13,500;31,750
26.08.2025 05:15;26.08.2025 05:30;-;13,500;31,750
26.08.2025 05:30;26.08.2025 05:45;-;13,500;31,750
26.08.2025 05:45;26.08.2025 06:00;-;13,500;31,750
26.08.2025 06:00;26.08.2025 06:15;-;14,250;34,250
26.08.2025 06:15;26.08.2025 06:30;-;14,250;34,250
26.08.2025 06:30;26.08.2025 06:45;-;14,250;34,250
26.08.2025 06:45;26.08.2025 07:00;-;14,250;34,250
26.08.2025 07:00;26.08.2025 07:15;-;12,750;28,500
26.08.2025 07:15;26.08.2025 07:30;-;12,750;28,500
26.08.2025 07:30;26.08.2025 07:45;-;12,750;28,500
26.08.2025 07:45;26.08.2025 08:00;-;12,750;28,500
26.08.2025 08:00;26.08.2025 08:15;-;13,500;27,500
26.08.2025 08:15;26.08.2025 08:30;-;13,500;27,500
26.08.2025 08:30;26.08.2025 08:45;-;13,500;27,500
26.08.2025 08:45;26.08.2025 09:00;-;13,500;27,500
26.08.2025 09:00;26.08.2025 09:15;-;14,500;28,750
26.08.2025 09:15;26.08.2025 09:30;-;14,500;28,750
26.08.2025 09:30;26.08.2025 09:45;-;14,500;28,750
26.08.2025 09:45;26.08.2025 10:00;-;14,500;28,750
26.08.2025 10:00;26.08.2025 10:15;-;13,750;35,000
26.08.2025 10:15;26.08.2025 10:30;-;13,750;35,000
26.08.2025 10:30;26.08.2025 10:45;-;13,750;35,000
26.08.2025 10:45;26.08.2025 11:00;-;13,750;35,000
26.08.2025 11:00;26.08.2025 11:15;-;13,750;35,250
26.08.2025 11:15;26.08.2025 11:30;-;13,750;35,250
26.08.2025 11:30;26.08.2025 11:45;-;13,750;35,250
26.08.2025 11:45;26.08.2025 12:00;-;13,750;35,250
26.08.2025 12:00;26.08.2025 12:15;-;20,250;38,500
26.08.2025 12:15;26.08.2025 12:30;-;20,250;38,500
26.08.2025 12:30;26.08.2025 12:45;-;20,250;38,500
26.08.2025 12:45;26.08.2025 13:00;-;20,250;38,500
26.08.2025 13:00;26.08.2025 13:15;-;18,000;41,000
26.08.2025 13:15;26.08.2025 13:30;-;18,000;41,000
26.08.2025 13:30;26.08.2025 13:45;-;18,000;41,000
26.08.2025 13:45;26.08.2025 14:00;-;18,000;41,000
26.08.2025 14:00;26.08.2025 14:15;-;13,750;43,750
26.08.2025 14:15;26.08.2025 14:30;-;13,750;43,750
26.08.2025 14:30;26.08.2025 14:45;-;13,750;43,750
26.08.2025 14:45;26.08.2025 15:00;-;13,750;43,750
26.08.2025 15:00;26.08.2025 15:15;-;14,250;43,750
26.08.2025 15:15;26.08.2025 15:30;-;14,250;43,750
26.08.2025 15:30;26.08.2025 15:45;-;14,250;43,750
26.08.2025 15:45;26.08.2025 16:00;-;14,250;43,750
26.08.2025 16:00;26.08.2025 16:15;-;12,500;43,500
26.08.2025 16:15;26.08.2025 16:30;-;12,500;43,500
26.08.2025 16:30;26.08.2025 16:45;-;12,500;43,500
26.08.2025 16:45;26.08.2025 17:00;-;12,500;43,500
26.08.2025 17:00;26.08.2025 17:15;-;13,000;43,500
26.08.2025 17:15;26.08.2025 17:30;-;13,000;43,500
26.08.2025 17:30;26.08.2025 17:45;-;13,000;43,500
26.08.2025 17:45;26.08.2025 18:00;-;13,000;43,500
26.08.2025 18:00;26.08.2025 18:15;-;13,750;39,500
26.08.2025 18:15;26.08.2025 18:30;-;13,750;39,500
26.08.2025 18:30;26.08.2025 18:45;-;13,750;39,500
26.08.2025 18:45;26.08.2025 19:00;-;13,750;39,500
26.08.2025 19:00;26.08.2025 19:15;-;10,750;29,000
26.08.2025 19:15;26.08.2025 19:30;-;10,750;29,000
26.08.2025 19:30;26.08.2025 19:45;-;10,750;29,000
26.08.2025 19:45;26.08.2025 20:00;-;10,750;29,000
26.08.2025 20:00;26.08.2025 20:15;-;10,250;26,250
26.08.2025 20:15;26.08.2025 20:30;-;10,250;26,250
26.08.2025 20:30;26.08.2025 20:45;-;10,250;26,250
26.08.2025 20:45;26.08.2025 21:00;-;10,250;26,250
26.08.2025 21:00;26.08.2025 21:15;-;10,250;26,250
26.08.2025 21:15;26.08.2025 21:30;-;10,250;26,250
26.08.2025 21:30;26.08.2025 21:45;-;10,250;26,250
26.08.2025 21:45;26.08.2025 22:00;-;10,250;26,250
26.08.2025 22:00;26.08.2025 22:15;-;11,500;30,000
26.08.2025 22:15;26.08.2025 22:30;-;11,500;30,000
26.08.2025 22:30;26.08.2025 22:45;-;11,500;30,000
26.08.2025 22:45;26.08.2025 23:00;-;11,500;30,000
26.08.2025 23:00;26.08.2025 23:15;-;12,250;26,750
26.08.2025 23:15;26.08.2025 23:30;-;12,250;26,750
26.08.2025 23:30;26.08.2025 23:45;-;12,250;26,750
26.08.2025 23:45;27.08.2025 00:00;-;12,250;26,750
27.08.2025 00:00;27.08.2025 00:15;-;13,250;26,750
27.08.2025 00:15;27.08.2025 00:30;-;13,250;26,750
27.08.2025 00:30;27.08.2025 00:45;-;13,250;26,750
27.08.2025 00:45;27.08.2025 01:00;-;13,250;26,750
27.08.2025 01:00;27.08.2025 01:15;-;12,000;27,250
27.08.2025 01:15;27.08.2025 01:30;-;12,000;27,250
27.08.2025 01:30;27.08.2025 01:45;-;12,000;27,250
27.08.2025 01:45;27.08.2025 02:00;-;12,000;27,250
27.08.2025 02:00;27.08.2025 02:15;-;11,000;26,750
27.08.2025 02:15;27.08.2025 02:30;-;11,000;26,750
27.08.2025 02:30;27.08.2025 02:45;-;11,000;26,750
27.08.2025 02:45;27.08.2025 03:00;-;11,000;26,750
27.08.2025 03:00;27.08.2025 03:15;-;11,000;26,250
27.08.2025 03:15;27.08.2025 03:30;-;11,000;26,250
27.08.2025 03:30;27.08.2025 03:45;-;11,000;26,250
27.08.2025 03:45;27.08.2025 04:00;-;11,000;26,250
27.08.2025 04:00;27.08.2025 04:15;-;11,000;25,500
27.08.2025 04:15;27.08.2025 04:30;-;11,000;25,500
27.08.2025 04:30;27.08.2025 04:45;-;11,000;25,500
27.08.2025 04:45;27.08.2025 05:00;-;11,000;25,500
27.08.2025 05:00;27.08.2025 05:15;-;10,500;26,500
27.08.2025 05:15;27.08.2025 05:30;-;10,500;26,500
27.08.2025 05:30;27.08.2025 05:45;-;10,500;26,500
27.08.2025 05:45;27.08.2025 06:00;-;10,500;26,500
27.08.2025 06:00;27.08.2025 06:15;-;12,000;27,000
27.08.2025 06:15;27.08.2025 06:30;-;12,000;27,000
27.08.2025 06:30;27.08.2025 06:45;-;12,000;27,000
27.08.2025 06:45;27.08.2025 07:00;-;12,000;27,000
27.08.2025 07:00;27.08.2025 07:15;-;12,750;27,250
27.08.2025 07:15;27.08.2025 07:30;-;12,750;27,250
27.08.2025 07:30;27.08.2025 07:45;-;12,750;27,250
27.08.2025 07:45;27.08.2025 08:00;-;12,750;27,250
27.08.2025 08:00;27.08.2025 08:15;-;14,500;28,750
27.08.2025 08:15;27.08.2025 08:30;-;14,500;28,750
27.08.2025 08:30;27.08.2025 08:45;-;14,500;28,750
27.08.2025 08:45;27.08.2025 09:00;-;14,500;28,750
27.08.2025 09:00;27.08.2025 09:15;-;12,000;24,250
27.08.2025 09:15;27.08.2025 09:30;-;12,000;24,250
27.08.2025 09:30;27.08.2025 09:45;-;12,000;24,250
27.08.2025 09:45;27.08.2025 10:00;-;12,000;24,250
27.08.2025 10:00;27.08.2025 10:15;-;13,250;23,500
27.08.2025 10:15;27.08.2025 10:30;-;13,250;23,500
27.08.2025 10:30;27.08.2025 10:45;-;13,250;23,500
27.08.2025 10:45;27.08.2025 11:00;-;13,250;23,500
27.08.2025 11:00;27.08.2025 11:15;-;15,250;25,000
27.08.2025 11:15;27.08.2025 11:30;-;15,250;25,000
27.08.2025 11:30;27.08.2025 11:45;-;15,250;25,000
27.08.2025 11:45;27.08.2025 12:00;-;15,250;25,000
27.08.2025 12:00;27.08.2025 12:15;-;13,750;27,250
27.08.2025 12:15;27.08.2025 12:30;-;13,750;27,250
27.08.2025 12:30;27.08.2025 12:45;-;13,750;27,250
27.08.2025 12:45;27.08.2025 13:00;-;13,750;27,250
27.08.2025 13:00;27.08.2025 13:15;-;12,750;28,750
27.08.2025 13:15;27.08.2025 13:30;-;12,750;28,750
27.08.2025 13:30;27.08.2025 13:45;-;12,750;28,750
27.08.2025 13:45;27.08.2025 14:00;-;12,750;28,750
27.08.2025 14:00;27.08.2025 14:15;-;11,500;29,750
27.08.2025 14:15;27.08.2025 14:30;-;11,500;29,750
27.08.2025 14:30;27.08.2025 14:45;-;11,500;29,750
27.08.2025 14:45;27.08.2025 15:00;-;11,500;29,750
27.08.2025 15:00;27.08.2025 15:15;-;12,750;32,000
27.08.2025 15:15;27.08.2025 15:30;-;12,750;32,000
27.08.2025 15:30;27.08.2025 15:45;-;12,750;32,000
27.08.2025 15:45;27.08.2025 16:00;-;12,750;32,000
27.08.2025 16:00;27.08.2025 16:15;-;12,000;34,250
27.08.2025 16:15;27.08.2025 16:30;-;12,000;34,250
27.08.2025 16:30;27.08.2025 16:45;-;12,000;34,250
27.08.2025 16:45;27.08.2025 17:00;-;12,000;34,250
27.08.2025 17:00;27.08.2025 17:15;-;13,750;34,000
27.08.2025 17:15;27.08.2025 17:30;-;13,750;34,000
27.08.2025 17:30;27.08.2025 17:45;-;13,750;34,000
27.08.2025 17:45;27.08.2025 18:00;-;13,750;34,000
27.08.2025 18:00;27.08.2025 18:15;-;14,250;40,500
27.08.2025 18:15;27.08.2025 18:30;-;14,250;40,500
27.08.2025 18:30;27.08.2025 18:45;-;14,250;40,500
27.08.2025 18:45;27.08.2025 19:00;-;14,250;40,500
27.08.2025 19:00;27.08.2025 19:15;-;13,000;42,750
27.08.2025 19:15;27.08.2025 19:30;-;13,000;42,750
27.08.2025 19:30;27.08.2025 19:45;-;13,000;42,750
27.08.2025 19:45;27.08.2025 20:00;-;13,000;42,750
27.08.2025 20:00;27.08.2025 20:15;-;13,250;37,250
27.08.2025 20:15;27.08.2025 20:30;-;13,250;37,250
27.08.2025 20:30;27.08.2025 20:45;-;13,250;37,250
27.08.2025 20:45;27.08.2025 21:00;-;13,250;37,250
27.08.2025 21:00;27.08.2025 21:15;-;11,500;38,000
27.08.2025 21:15;27.08.2025 21:30;-;11,500;38,000
27.08.2025 21:30;27.08.2025 21:45;-;11,500;38,000
27.08.2025 21:45;27.08.2025 22:00;-;11,500;38,000
27.08.2025 22:00;27.08.2025 22:15;-;12,000;34,500
27.08.2025 22:15;27.08.2025 22:30;-;12,000;34,500
27.08.2025 22:30;27.08.2025 22:45;-;12,000;34,500
27.08.2025 22:45;27.08.2025 23:00;-;12,000;34,500
27.08.2025 23:00;27.08.2025 23:15;-;11,250;34,750
27.08.2025 23:15;27.08.2025 23:30;-;11,250;34,750
27.08.2025 23:30;27.08.2025 23:45;-;11,250;34,750
27.08.2025 23:45;28.08.2025 00:00;-;11,250;34,750
28.08.2025 00:00;28.08.2025 00:15;-;12,250;29,500
28.08.2025 00:15;28.08.2025 00:30;-;12,250;29,500
28.08.2025 00:30;28.08.2025 00:45;-;12,250;29,500
28.08.2025 00:45;28.08.2025 01:00;-;12,250;29,500
28.08.2025 01:00;28.08.2025 01:15;-;13,500;26,750
28.08.2025 01:15;28.08.2025 01:30;-;13,500;26,750
28.08.2025 01:30;28.08.2025 01:45;-;13,500;26,750
28.08.2025 01:45;28.08.2025 02:00;-;13,500;26,750
28.08.2025 02:00;28.08.2025 02:15;-;14,000;28,250
28.08.2025 02:15;28.08.2025 02:30;-;14,000;28,250
28.08.2025 02:30;28.08.2025 02:45;-;14,000;28,250
28.08.2025 02:45;28.08.2025 03:00;-;14,000;28,250
28.08.2025 03:00;28.08.2025 03:15;-;13,500;28,000
28.08.2025 03:15;28.08.2025 03:30;-;13,500;28,000
28.08.2025 03:30;28.08.2025 03:45;-;13,500;28,000
28.08.2025 03:45;28.08.2025 04:00;-;13,500;28,000
28.08.2025 04:00;28.08.2025 04:15;-;15,500;27,500
28.08.2025 04:15;28.08.2025 04:30;-;15,500;27,500
28.08.2025 04:30;28.08.2025 04:45;-;15,500;27,500
28.08.2025 04:45;28.08.2025 05:00;-;15,500;27,500
28.08.2025 05:00;28.08.2025 05:15;-;14,000;30,500
28.08.2025 05:15;28.08.2025 05:30;-;14,000;30,500
28.08.2025 05:30;28.08.2025 05:45;-;14,000;30,500
28.08.2025 05:45;28.08.2025 06:00;-;14,000;30,500
28.08.2025 06:00;28.08.2025 06:15;-;13,000;35,250
28.08.2025 06:15;28.08.2025 06:30;-;13,000;35,250
28.08.2025 06:30;28.08.2025 06:45;-;13,000;35,250
28.08.2025 06:45;28.08.2025 07:00;-;13,000;35,250
28.08.2025 07:00;28.08.2025 07:15;-;13,000;38,250
28.08.2025 07:15;28.08.2025 07:30;-;13,000;38,250
28.08.2025 07:30;28.08.2025 07:45;-;13,000;38,250
28.08.2025 07:45;28.08.2025 08:00;-;13,000;38,250
28.08.2025 08:00;28.08.2025 08:15;-;11,750;38,250
28.08.2025 08:15;28.08.2025 08:30;-;11,750;38,250
28.08.2025 08:30;28.08.2025 08:45;-;11,750;38,250
28.08.2025 08:45;28.08.2025 09:00;-;11,750;38,250
28.08.2025 09:00;28.08.2025 09:15;-;12,000;36,750
28.08.2025 09:15;28.08.2025 09:30;-;12,000;36,750
28.08.2025 09:30;28.08.2025 09:45;-;12,000;36,750
28.08.2025 09:45;28.08.2025 10:00;-;12,000;36,750
28.08.2025 10:00;28.08.2025 10:15;-;11,750;38,000
28.08.2025 10:15;28.08.2025 10:30;-;11,750;38,000
28.08.2025 10:30;28.08.2025 10:45;-;11,750;38,000
28.08.2025 10:45;28.08.2025 11:00;-;11,750;38,000
28.08.2025 11:00;28.08.2025 11:15;-;12,500;37,000
28.08.2025 11:15;28.08.2025 11:30;-;12,500;37,000
28.08.2025 11:30;28.08.2025 11:45;-;12,500;37,000
28.08.2025 11:45;28.08.2025 12:00;-;12,500;37,000
28.08.2025 12:00;28.08.2025 12:15;-;13,250;37,250
28.08.2025 12:15;28.08.2025 12:30;-;13,250;37,250
28.08.2025 12:30;28.08.2025 12:45;-;13,250;37,250
28.08.2025 12:45;28.08.2025 13:00;-;13,250;37,250
28.08.2025 13:00;28.08.2025 13:15;-;15,500;38,500
28.08.2025 13:15;28.08.2025 13:30;-;15,500;38,500
28.08.2025 13:30;28.08.2025 13:45;-;15,500;38,500
28.08.2025 13:45;28.08.2025 14:00;-;15,500;38,500
28.08.2025 14:00;28.08.2025 14:15;-;13,250;39,500
28.08.2025 14:15;28.08.2025 14:30;-;13,250;39,500
28.08.2025 14:30;28.08.2025 14:45;-;13,250;39,500
28.08.2025 14:45;28.08.2025 15:00;-;13,250;39,500
28.08.2025 15:00;28.08.2025 15:15;-;13,750;39,000
28.08.2025 15:15;28.08.2025 15:30;-;13,750;39,000
28.08.2025 15:30;28.08.2025 15:45;-;13,750;39,000
28.08.2025 15:45;28.08.2025 16:00;-;13,750;39,000
28.08.2025 16:00;28.08.2025 16:15;-;13,000;43,750
28.08.2025 16:15;28.08.2025 16:30;-;13,000;43,750
28.08.2025 16:30;28.08.2025 16:45;-;13,000;43,750
28.08.2025 16:45;28.08.2025 17:00;-;13,000;43,750
28.08.2025 17:00;28.08.2025 17:15;-;16,750;46,000
28.08.2025 17:15;28.08.2025 17:30;-;16,750;46,000
28.08.2025 17:30;28.08.2025 17:45;-;16,750;46,000
28.08.2025 17:45;28.08.2025 18:00;-;16,750;46,000
28.08.2025 18:00;28.08.2025 18:15;-;12,500;45,500
28.08.2025 18:15;28.08.2025 18:30;-;12,500;45,500
28.08.2025 18:30;28.08.2025 18:45;-;12,500;45,500
28.08.2025 18:45;28.08.2025 19:00;-;12,500;45,500
28.08.2025 19:00;28.08.2025 19:15;-;12,750;45,000
28.08.2025 19:15;28.08.2025 19:30;-;12,750;45,000
28.08.2025 19:30;28.08.2025 19:45;-;12,750;45,000
28.08.2025 19:45;28.08.2025 20:00;-;12,750;45,000
28.08.2025 20:00;28.08.2025 20:15;-;13,250;45,000
28.08.2025 20:15;28.08.2025 20:30;-;13,250;45,000
28.08.2025 20:30;28.08.2025 20:45;-;13,250;45,000
28.08.2025 20:45;28.08.2025 21:00;-;13,250;45,000
28.08.2025 21:00;28.08.2025 21:15;-;14,750;46,000
28.08.2025 21:15;28.08.2025 21:30;-;14,750;46,000
28.08.2025 21:30;28.08.2025 21:45;-;14,750;46,000
28.08.2025 21:45;28.08.2025 22:00;-;14,750;46,000
28.08.2025 22:00;28.08.2025 22:15;-;13,500;47,000
28.08.2025 22:15;28.08.2025 22:30;-;13,500;47,000
28.08.2025 22:30;28.08.2025 22:45;-;13,500;47,000
28.08.2025 22:45;28.08.2025 23:00;-;13,500;47,000
28.08.2025 23:00;28.08.2025 23:15;-;11,750;49,000
28.08.2025 23:15;28.08.2025 23:30;-;11,750;49,000
28.08.2025 23:30;28.08.2025 23:45;-;11,750;49,000
28.08.2025 23:45;29.08.2025 00:00;-;11,750;49,000
29.08.2025 00:00;29.08.2025 00:15;-;14,250;47,000
29.08.2025 00:15;29.08.2025 00:30;-;14,250;47,000
29.08.2025 00:30;29.08.2025 00:45;-;14,250;47,000
29.08.2025 00:45;29.08.2025 01:00;-;14,250;47,000
29.08.2025 01:00;29.08.2025 01:15;-;13,500;42,250
29.08.2025 01:15;29.08.2025 01:30;-;13,500;42,250
29.08.2025 01:30;29.08.2025 01:45;-;13,500;42,250
29.08.2025 01:45;29.08.2025 02:00;-;13,500;42,250
29.08.2025 02:00;29.08.2025 02:15;-;14,000;42,000
29.08.2025 02:15;29.08.2025 02:30;-;14,000;42,000
29.08.2025 02:30;29.08.2025 02:45;-;14,000;42,000
29.08.2025 02:45;29.08.2025 03:00;-;14,000;42,000
29.08.2025 03:00;29.08.2025 03:15;-;14,500;41,250
29.08.2025 03:15;29.08.2025 03:30;-;14,500;41,250
29.08.2025 03:30;29.08.2025 03:45;-;14,500;41,250
29.08.2025 03:45;29.08.2025 04:00;-;14,500;41,250
29.08.2025 04:00;29.08.2025 04:15;-;11,000;41,250
29.08.2025 04:15;29.08.2025 04:30;-;11,000;41,250
29.08.2025 04:30;29.08.2025 04:45;-;11,000;41,250
29.08.2025 04:45;29.08.2025 05:00;-;11,000;41,250
29.08.2025 05:00;29.08.2025 05:15;-;0,000;43,250
29.08.2025 05:15;29.08.2025 05:30;-;0,000;43,250
29.08.2025 05:30;29.08.2025 05:45;-;0,000;43,250
29.08.2025 05:45;29.08.2025 06:00;-;0,000;43,250
29.08.2025 06:00;29.08.2025 06:15;-;0,000;47,000
29.08.2025 06:15;29.08.2025 06:30;-;0,000;47,000
29.08.2025 06:30;29.08.2025 06:45;-;0,000;47,000
29.08.2025 06:45;29.08.2025 07:00;-;0,000;47,000
29.08.2025 07:00;29.08.2025 07:15;-;0,000;47,000
29.08.2025 07:15;29.08.2025 07:30;-;0,000;47,000
29.08.2025 07:30;29.08.2025 07:45;-;0,000;47,000
29.08.2025 07:45;29.08.2025 08:00;-;0,000;47,000
29.08.2025 08:00;29.08.2025 08:15;-;0,000;46,000
29.08.2025 08:15;29.08.2025 08:30;-;0,000;46,000
29.08.2025 08:30;29.08.2025 08:45;-;0,000;46,000
29.08.2025 08:45;29.08.2025 09:00;-;0,000;46,000
29.08.2025 09:00;29.08.2025 09:15;-;0,000;45,500
29.08.2025 09:15;29.08.2025 09:30;-;0,000;45,500
29.08.2025 09:30;29.08.2025 09:45;-;0,000;45,500
29.08.2025 09:45;29.08.2025 10:00;-;0,000;45,500
29.08.2025 10:00;29.08.2025 10:15;-;1,750;44,500
29.08.2025 10:15;29.08.2025 10:30;-;1,750;44,500
29.08.2025 10:30;29.08.2025 10:45;-;1,750;44,500
29.08.2025 10:45;29.08.2025 11:00;-;1,750;44,500
29.08.2025 11:00;29.08.2025 11:15;-;10,000;43,500
29.08.2025 11:15;29.08.2025 11:30;-;10,000;43,500
29.08.2025 11:30;29.08.2025 11:45;-;10,000;43,500
29.08.2025 11:45;29.08.2025 12:00;-;10,000;43,500
29.08.2025 12:00;29.08.2025 12:15;-;12,250;46,750
29.08.2025 12:15;29.08.2025 12:30;-;12,250;46,750
29.08.2025 12:30;29.08.2025 12:45;-;12,250;46,750
29.08.2025 12:45;29.08.2025 13:00;-;12,250;46,750
29.08.2025 13:00;29.08.2025 13:15;-;14,750;46,750
29.08.2025 13:15;29.08.2025 13:30;-;14,750;46,750
29.08.2025 13:30;29.08.2025 13:45;-;14,750;46,750
29.08.2025 13:45;29.08.2025 14:00;-;14,750;46,750
29.08.2025 14:00;29.08.2025 14:15;-;13,000;47,500
29.08.2025 14:15;29.08.2025 14:30;-;13,000;47,500
29.08.2025 14:30;29.08.2025 14:45;-;13,000;47,500
29.08.2025 14:45;29.08.2025 15:00;-;13,000;47,500
29.08.2025 15:00;29.08.2025 15:15;-;12,750;44,250
29.08.2025 15:15;29.08.2025 15:30;-;12,750;44,250
29.08.2025 15:30;29.08.2025 15:45;-;12,750;44,250
29.08.2025 15:45;29.08.2025 16:00;-;12,750;44,250
29.08.2025 16:00;29.08.2025 16:15;-;12,250;43,250
29.08.2025 16:15;29.08.2025 16:30;-;12,250;43,250
29.08.2025 16:30;29.08.2025 16:45;-;12,250;43,250
29.08.2025 16:45;29.08.2025 17:00;-;12,250;43,250
29.08.2025 17:00;29.08.2025 17:15;-;12,250;34,500
29.08.2025 17:15;29.08.2025 17:30;-;12,250;34,500
29.08.2025 17:30;29.08.2025 17:45;-;12,250;34,500
29.08.2025 17:45;29.08.2025 18:00;-;12,250;34,500
29.08.2025 18:00;29.08.2025 18:15;-;12,500;40,500
29.08.2025 18:15;29.08.2025 18:30;-;12,500;40,500
29.08.2025 18:30;29.08.2025 18:45;-;12,500;40,500
29.08.2025 18:45;29.08.2025 19:00;-;12,500;40,500
29.08.2025 19:00;29.08.2025 19:15;-;13,250;43,000
29.08.2025 19:15;29.08.2025 19:30;-;13,250;43,000
29.08.2025 19:30;29.08.2025 19:45;-;13,250;43,000
29.08.2025 19:45;29.08.2025 20:00;-;13,250;43,000
29.08.2025 20:00;29.08.2025 20:15;-;12,750;41,750
29.08.2025 20:15;29.08.2025 20:30;-;12,750;41,750
29.08.2025 20:30;29.08.2025 20:45;-;12,750;41,750
29.08.2025 20:45;29.08.2025 21:00;-;12,750;41,750
29.08.2025 21:00;29.08.2025 21:15;-;13,500;43,500
29.08.2025 21:15;29.08.2025 21:30;-;13,500;43,500
29.08.2025 21:30;29.08.2025 21:45;-;13,500;43,500
29.08.2025 21:45;29.08.2025 22:00;-;13,500;43,500
29.08.2025 22:00;29.08.2025 22:15;-;13,250;44,750
29.08.2025 22:15;29.08.2025 22:30;-;13,250;44,750
29.08.2025 22:30;29.08.2025 22:45;-;13,250;44,750
29.08.2025 22:45;29.08.2025 23:00;-;13,250;44,750
29.08.2025 23:00;29.08.2025 23:15;-;13,750;43,000
29.08.2025 23:15;29.08.2025 23:30;-;13,750;43,000
29.08.2025 23:30;29.08.2025 23:45;-;13,750;43,000
29.08.2025 23:45;30.08.2025 00:00;-;13,750;43,000
30.08.2025 00:00;30.08.2025 00:15;-;13,250;36,250
30.08.2025 00:15;30.08.2025 00:30;-;13,250;36,250
30.08.2025 00:30;30.08.2025 00:45;-;13,250;36,250
30.08.2025 00:45;30.08.2025 01:00;-;13,250;36,250
30.08.2025 01:00;30.08.2025 01:15;-;13,000;31,000
30.08.2025 01:15;30.08.2025 01:30;-;13,000;31,000
30.08.2025 01:30;30.08.2025 01:45;-;13,000;31,000
30.08.2025 01:45;30.08.2025 02:00;-;13,000;31,000
30.08.2025 02:00;30.08.2025 02:15;-;14,000;36,750
30.08.2025 02:15;30.08.2025 02:30;-;14,000;36,750
30.08.2025 02:30;30.08.2025 02:45;-;14,000;36,750
30.08.2025 02:45;30.08.2025 03:00;-;14,000;36,750
30.08.2025 03:00;30.08.2025 03:15;-;12,500;35,250
30.08.2025 03:15;30.08.2025 03:30;-;12,500;35,250
30.08.2025 03:30;30.08.2025 03:45;-;12,500;35,250
30.08.2025 03:45;30.08.2025 04:00;-;12,500;35,250
30.08.2025 04:00;30.08.2025 04:15;-;11,500;34,000
30.08.2025 04:15;30.08.2025 04:30;-;11,500;34,000
30.08.2025 04:30;30.08.2025 04:45;-;11,500;34,000
30.08.2025 04:45;30.08.2025 05:00;-;11,500;34,000
30.08.2025 05:00;30.08.2025 05:15;-;12,000;32,750
30.08.2025 05:15;30.08.2025 05:30;-;12,000;32,750
30.08.2025 05:30;30.08.2025 05:45;-;12,000;32,750
30.08.2025 05:45;30.08.2025 06:00;-;12,000;32,750
30.08.2025 06:00;30.08.2025 06:15;-;13,750;29,750
30.08.2025 06:15;30.08.2025 06:30;-;13,750;29,750
30.08.2025 06:30;30.08.2025 06:45;-;13,750;29,750
30.08.2025 06:45;30.08.2025 07:00;-;13,750;29,750
30.08.2025 07:00;30.08.2025 07:15;-;14,000;38,250
30.08.2025 07:15;30.08.2025 07:30;-;14,000;38,250
30.08.2025 07:30;30.08.2025 07:45;-;14,000;38,250
30.08.2025 07:45;30.08.2025 08:00;-;14,000;38,250
30.08.2025 08:00;30.08.2025 08:15;-;13,000;39,250
30.08.2025 08:15;30.08.2025 08:30;-;13,000;39,250
30.08.2025 08:30;30.08.2025 08:45;-;13,000;39,250
30.08.2025 08:45;30.08.2025 09:00;-;13,000;39,250
30.08.2025 09:00;30.08.2025 09:15;-;12,000;31,750
30.08.2025 09:15;30.08.2025 09:30;-;12,000;31,750
30.08.2025 09:30;30.08.2025 09:45;-;12,000;31,750
30.08.2025 09:45;30.08.2025 10:00;-;12,000;31,750
30.08.2025 10:00;30.08.2025 10:15;-;12,250;33,000
30.08.2025 10:15;30.08.2025 10:30;-;12,250;33,000
30.08.2025 10:30;30.08.2025 10:45;-;12,250;33,000
30.08.2025 10:45;30.08.2025 11:00;-;12,250;33,000
30.08.2025 11:00;30.08.2025 11:15;-;12,500;31,250
30.08.2025 11:15;30.08.2025 11:30;-;12,500;31,250
30.08.2025 11:30;30.08.2025 11:45;-;12,500;31,250
30.08.2025 11:45;30.08.2025 12:00;-;12,500;31,250
30.08.2025 12:00;30.08.2025 12:15;-;14,000;40,250
30.08.2025 12:15;30.08.2025 12:30;-;14,000;40,250
