Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
09.03.2025 14:45;09.03.2025 15:00;11.180,50;12.458,50;1.278,00;2.259,75
09.03.2025 15:00;09.03.2025 15:15;11.212,00;12.655,75;1.443,75;2.957,75
09.03.2025 15:15;09.03.2025 15:30;11.131,50;12.546,50;1.415,00;3.387,75
09.03.2025 15:30;09.03.2025 15:45;11.146,75;12.267,75;1.121,00;4.100,50
09.03.2025 15:45;09.03.2025 16:00;11.047,00;11.886,50;839,50;4.777,00
09.03.2025 16:00;09.03.2025 16:15;11.350,50;12.381,25;1.030,75;5.784,75
09.03.2025 16:15;09.03.2025 16:30;11.345,75;11.747,75;402,00;6.466,00
09.03.2025 16:30;09.03.2025 16:45;11.433,50;11.515,00;81,50;7.304,25
09.03.2025 16:45;09.03.2025 17:00;11.617,50;11.638,50;21,00;8.241,75
09.03.2025 17:00;09.03.2025 17:15;12.150,25;12.474,75;324,50;9.460,25
09.03.2025 17:15;09.03.2025 17:30;12.454,00;12.464,75;10,75;10.308,00
09.03.2025 17:30;09.03.2025 17:45;12.734,50;12.735,25;0,75;10.954,25
09.03.2025 17:45;09.03.2025 18:00;13.071,00;13.071,50;0,50;11.445,50
09.03.2025 18:00;09.03.2025 18:15;13.337,75;13.338,00;0,25;11.755,25
09.03.2025 18:15;09.03.2025 18:30;13.557,75;13.558,25;0,50;11.939,75
09.03.2025 18:30;09.03.2025 18:45;13.546,50;13.546,75;0,25;11.861,50
09.03.2025 18:45;09.03.2025 19:00;13.571,50;13.571,75;0,25;11.811,00
09.03.2025 19:00;09.03.2025 19:15;13.554,00;13.554,75;0,75;11.721,00
09.03.2025 19:15;09.03.2025 19:30;13.549,00;13.549,50;0,50;11.667,00
09.03.2025 19:30;09.03.2025 19:45;13.476,50;13.477,25;0,75;11.528,00
09.03.2025 19:45;09.03.2025 20:00;13.254,00;13.254,50;0,50;11.239,25
09.03.2025 20:00;09.03.2025 20:15;13.141,50;13.142,00;0,50;11.045,50
09.03.2025 20:15;09.03.2025 20:30;12.990,00;12.991,75;1,75;10.843,00
09.03.2025 20:30;09.03.2025 20:45;12.819,25;12.821,75;2,50;10.674,25
09.03.2025 20:45;09.03.2025 21:00;12.671,25;12.705,75;34,50;10.569,50
09.03.2025 21:00;09.03.2025 21:15;12.584,00;12.612,00;28,00;10.557,00
09.03.2025 21:15;09.03.2025 21:30;12.402,50;12.539,25;136,75;10.446,25
09.03.2025 21:30;09.03.2025 21:45;12.330,75;12.412,75;82,00;10.437,50
09.03.2025 21:45;09.03.2025 22:00;12.226,25;12.453,00;226,75;10.372,25
09.03.2025 22:00;09.03.2025 22:15;12.328,75;12.461,25;132,50;10.532,50
09.03.2025 22:15;09.03.2025 22:30;12.316,50;12.513,00;196,50;10.591,75
09.03.2025 22:30;09.03.2025 22:45;12.089,50;12.306,25;216,75;10.452,75
09.03.2025 22:45;09.03.2025 23:00;11.916,25;12.132,00;215,75;10.347,00
09.03.2025 23:00;09.03.2025 23:15;11.761,75;12.152,75;391,00;10.272,50
09.03.2025 23:15;09.03.2025 23:30;11.574,75;11.710,00;135,25;10.171,50
09.03.2025 23:30;09.03.2025 23:45;11.339,50;11.464,75;125,25;10.031,00
09.03.2025 23:45;10.03.2025 00:00;11.159,50;11.419,50;260,00;9.930,75
10.03.2025 00:00;10.03.2025 00:15;11.074,50;11.189,50;115,00;9.913,25
10.03.2025 00:15;10.03.2025 00:30;10.972,50;11.095,00;122,50;9.878,75
10.03.2025 00:30;10.03.2025 00:45;10.884,50;11.050,00;165,50;9.863,25
10.03.2025 00:45;10.03.2025 01:00;10.798,00;10.991,00;193,00;9.861,00
10.03.2025 01:00;10.03.2025 01:15;10.640,00;11.037,00;397,00;9.766,25
10.03.2025 01:15;10.03.2025 01:30;10.509,00;10.690,75;181,75;9.675,75
10.03.2025 01:30;10.03.2025 01:45;10.459,00;10.651,25;192,25;9.683,75
10.03.2025 01:45;10.03.2025 02:00;10.409,25;10.764,50;355,25;9.677,50
10.03.2025 02:00;10.03.2025 02:15;10.354,25;10.797,25;443,00;9.649,75
10.03.2025 02:15;10.03.2025 02:30;10.373,00;10.837,50;464,50;9.694,50
10.03.2025 02:30;10.03.2025 02:45;10.401,00;10.867,25;466,25;9.742,75
10.03.2025 02:45;10.03.2025 03:00;10.416,00;10.917,00;501,00;9.773,25
10.03.2025 03:00;10.03.2025 03:15;10.496,75;10.924,50;427,75;9.870,25
10.03.2025 03:15;10.03.2025 03:30;10.543,25;10.989,75;446,50;9.936,50
10.03.2025 03:30;10.03.2025 03:45;10.572,25;11.004,50;432,25;9.964,75
10.03.2025 03:45;10.03.2025 04:00;10.587,00;10.993,25;406,25;9.981,75
10.03.2025 04:00;10.03.2025 04:15;10.872,75;11.142,00;269,25;10.265,75
10.03.2025 04:15;10.03.2025 04:30;10.948,50;11.167,25;218,75;10.334,75
10.03.2025 04:30;10.03.2025 04:45;11.126,75;11.216,50;89,75;10.499,00
10.03.2025 04:45;10.03.2025 05:00;11.333,75;11.396,75;63,00;10.695,50
10.03.2025 05:00;10.03.2025 05:15;11.729,75;11.859,25;129,50;11.089,75
10.03.2025 05:15;10.03.2025 05:30;11.824,25;11.864,00;39,75;11.181,25
10.03.2025 05:30;10.03.2025 05:45;12.169,50;12.175,50;6,00;11.543,75
10.03.2025 05:45;10.03.2025 06:00;12.568,25;12.570,75;2,50;11.957,75
10.03.2025 06:00;10.03.2025 06:15;13.384,50;13.430,00;45,50;12.767,75
10.03.2025 06:15;10.03.2025 06:30;13.929,00;13.929,50;0,50;13.298,75
10.03.2025 06:30;10.03.2025 06:45;14.213,50;14.213,50;0,00;13.542,25
10.03.2025 06:45;10.03.2025 07:00;14.472,75;14.472,75;0,00;13.699,50
10.03.2025 07:00;10.03.2025 07:15;14.958,50;14.958,50;0,00;13.929,00
10.03.2025 07:15;10.03.2025 07:30;15.184,75;15.184,75;0,00;13.783,00
10.03.2025 07:30;10.03.2025 07:45;15.364,75;15.364,75;0,00;13.552,75
10.03.2025 07:45;10.03.2025 08:00;15.518,50;15.518,75;0,25;13.302,25
10.03.2025 08:00;10.03.2025 08:15;15.763,50;15.763,75;0,25;13.055,00
10.03.2025 08:15;10.03.2025 08:30;15.819,00;15.819,50;0,50;12.559,75
10.03.2025 08:30;10.03.2025 08:45;15.910,00;15.911,50;1,50;12.106,25
10.03.2025 08:45;10.03.2025 09:00;15.972,75;16.015,25;42,50;11.618,25
10.03.2025 09:00;10.03.2025 09:15;15.974,25;15.976,00;1,75;11.048,25
10.03.2025 09:15;10.03.2025 09:30;16.074,25;16.081,00;6,75;10.679,00
10.03.2025 09:30;10.03.2025 09:45;16.158,25;16.250,50;92,25;10.297,75
10.03.2025 09:45;10.03.2025 10:00;16.010,00;16.395,00;385,00;9.770,00
10.03.2025 10:00;10.03.2025 10:15;15.859,75;16.188,75;329,00;9.290,00
10.03.2025 10:15;10.03.2025 10:30;15.887,25;16.519,75;632,50;9.047,00
10.03.2025 10:30;10.03.2025 10:45;15.878,50;16.708,25;829,75;8.721,25
10.03.2025 10:45;10.03.2025 11:00;15.936,00;17.094,50;1.158,50;8.556,75
10.03.2025 11:00;10.03.2025 11:15;15.833,25;17.002,25;1.169,00;8.224,75
10.03.2025 11:15;10.03.2025 11:30;15.703,00;16.954,25;1.251,25;7.956,00
10.03.2025 11:30;10.03.2025 11:45;15.710,75;16.917,25;1.206,50;7.839,75
10.03.2025 11:45;10.03.2025 12:00;15.795,75;16.892,75;1.097,00;7.821,25
10.03.2025 12:00;10.03.2025 12:15;15.730,25;16.927,25;1.197,00;7.657,00
10.03.2025 12:15;10.03.2025 12:30;15.590,00;16.749,25;1.159,25;7.462,25
10.03.2025 12:30;10.03.2025 12:45;15.582,25;16.736,00;1.153,75;7.440,00
10.03.2025 12:45;10.03.2025 13:00;15.549,25;16.714,00;1.164,75;7.473,50
10.03.2025 13:00;10.03.2025 13:15;15.340,25;16.520,25;1.180,00;7.361,50
10.03.2025 13:15;10.03.2025 13:30;15.286,75;16.439,25;1.152,50;7.471,75
10.03.2025 13:30;10.03.2025 13:45;15.234,75;16.354,25;1.119,50;7.571,00
10.03.2025 13:45;10.03.2025 14:00;15.083,50;16.229,50;1.146,00;7.652,25
10.03.2025 14:00;10.03.2025 14:15;15.129,75;16.456,50;1.326,75;7.951,75
10.03.2025 14:15;10.03.2025 14:30;15.094,50;16.340,50;1.246,00;8.230,75
10.03.2025 14:30;10.03.2025 14:45;14.962,00;16.084,50;1.122,50;8.437,75
10.03.2025 14:45;10.03.2025 15:00;15.027,75;15.939,75;912,00;8.831,00
10.03.2025 15:00;10.03.2025 15:15;15.054,75;15.822,25;767,50;9.223,00
10.03.2025 15:15;10.03.2025 15:30;14.973,00;15.421,25;448,25;9.556,75
10.03.2025 15:30;10.03.2025 15:45;14.841,75;15.056,25;214,50;9.871,25
10.03.2025 15:45;10.03.2025 16:00;14.788,00;14.863,00;75,00;10.258,00
10.03.2025 16:00;10.03.2025 16:15;14.872,00;15.057,25;185,25;10.809,25
10.03.2025 16:15;10.03.2025 16:30;14.833,00;14.884,75;51,75;11.239,50
10.03.2025 16:30;10.03.2025 16:45;14.879,50;14.885,50;6,00;11.737,25
10.03.2025 16:45;10.03.2025 17:00;14.998,50;15.000,50;2,00;12.320,00
10.03.2025 17:00;10.03.2025 17:15;15.160,25;15.178,50;18,25;12.880,75
10.03.2025 17:15;10.03.2025 17:30;15.276,50;15.278,00;1,50;13.327,50
10.03.2025 17:30;10.03.2025 17:45;15.504,00;15.504,75;0,75;13.772,00
10.03.2025 17:45;10.03.2025 18:00;15.726,75;15.727,50;0,75;14.132,75
10.03.2025 18:00;10.03.2025 18:15;15.847,75;15.848,50;0,75;14.285,25
10.03.2025 18:15;10.03.2025 18:30;15.906,50;15.907,75;1,25;14.275,25
10.03.2025 18:30;10.03.2025 18:45;16.004,25;16.005,50;1,25;14.294,75
10.03.2025 18:45;10.03.2025 19:00;16.051,75;16.053,00;1,25;14.252,75
10.03.2025 19:00;10.03.2025 19:15;15.954,00;15.955,00;1,00;14.080,50
10.03.2025 19:15;10.03.2025 19:30;15.835,25;15.836,25;1,00;13.891,50
10.03.2025 19:30;10.03.2025 19:45;15.815,75;15.816,75;1,00;13.799,50
10.03.2025 19:45;10.03.2025 20:00;15.628,50;15.630,75;2,25;13.605,00
10.03.2025 20:00;10.03.2025 20:15;15.343,00;15.347,00;4,00;13.305,75
10.03.2025 20:15;10.03.2025 20:30;15.109,25;15.176,25;67,00;13.051,75
10.03.2025 20:30;10.03.2025 20:45;14.832,00;14.894,00;62,00;12.761,75
10.03.2025 20:45;10.03.2025 21:00;14.608,50;14.698,25;89,75;12.585,75
10.03.2025 21:00;10.03.2025 21:15;14.482,25;14.506,00;23,75;12.503,25
10.03.2025 21:15;10.03.2025 21:30;14.247,50;14.274,00;26,50;12.306,75
10.03.2025 21:30;10.03.2025 21:45;13.958,25;13.991,50;33,25;12.068,25
10.03.2025 21:45;10.03.2025 22:00;13.763,75;13.855,75;92,00;11.917,75
10.03.2025 22:00;10.03.2025 22:15;13.566,50;13.585,50;19,00;11.826,75
10.03.2025 22:15;10.03.2025 22:30;13.370,00;13.417,75;47,75;11.648,50
10.03.2025 22:30;10.03.2025 22:45;13.182,25;13.285,50;103,25;11.504,25
10.03.2025 22:45;10.03.2025 23:00;12.947,00;13.177,25;230,25;11.309,00
10.03.2025 23:00;10.03.2025 23:15;12.773,00;12.985,25;212,25;11.171,00
10.03.2025 23:15;10.03.2025 23:30;12.496,50;12.677,00;180,50;10.948,50
10.03.2025 23:30;10.03.2025 23:45;12.271,25;12.608,75;337,50;10.755,75
10.03.2025 23:45;11.03.2025 00:00;12.134,50;12.617,25;482,75;10.651,25
11.03.2025 00:00;11.03.2025 00:15;11.976,25;12.477,50;501,25;10.486,50
11.03.2025 00:15;11.03.2025 00:30;11.807,25;12.589,00;781,75;10.339,50
11.03.2025 00:30;11.03.2025 00:45;11.809,50;12.620,25;810,75;10.406,25
11.03.2025 00:45;11.03.2025 01:00;11.828,00;12.736,75;908,75;10.503,00
11.03.2025 01:00;11.03.2025 01:15;11.748,50;12.716,25;967,75;10.509,25
11.03.2025 01:15;11.03.2025 01:30;11.589,25;12.739,75;1.150,50;10.399,50
11.03.2025 01:30;11.03.2025 01:45;11.627,50;12.811,00;1.183,50;10.428,25
11.03.2025 01:45;11.03.2025 02:00;11.536,75;12.739,25;1.202,50;10.340,75
11.03.2025 02:00;11.03.2025 02:15;11.504,25;12.730,25;1.226,00;10.310,00
11.03.2025 02:15;11.03.2025 02:30;11.441,75;12.766,50;1.324,75;10.265,50
11.03.2025 02:30;11.03.2025 02:45;11.483,50;12.813,75;1.330,25;10.342,75
11.03.2025 02:45;11.03.2025 03:00;11.542,50;12.819,25;1.276,75;10.401,50
11.03.2025 03:00;11.03.2025 03:15;11.461,25;12.555,50;1.094,25;10.341,50
11.03.2025 03:15;11.03.2025 03:30;11.591,25;12.789,50;1.198,25;10.492,25
11.03.2025 03:30;11.03.2025 03:45;11.642,25;12.804,00;1.161,75;10.546,75
11.03.2025 03:45;11.03.2025 04:00;11.717,50;12.829,50;1.112,00;10.626,75
11.03.2025 04:00;11.03.2025 04:15;11.836,25;12.698,00;861,75;10.740,00
11.03.2025 04:15;11.03.2025 04:30;11.946,50;12.874,50;928,00;10.847,50
11.03.2025 04:30;11.03.2025 04:45;12.040,75;12.866,00;825,25;10.916,25
11.03.2025 04:45;11.03.2025 05:00;12.172,25;12.938,75;766,50;11.050,50
11.03.2025 05:00;11.03.2025 05:15;12.453,50;12.993,25;539,75;11.340,25
11.03.2025 05:15;11.03.2025 05:30;12.539,50;12.861,50;322,00;11.446,00
11.03.2025 05:30;11.03.2025 05:45;12.839,50;12.894,50;55,00;11.775,00
11.03.2025 05:45;11.03.2025 06:00;13.195,00;13.251,50;56,50;12.147,00
11.03.2025 06:00;11.03.2025 06:15;13.911,50;13.950,25;38,75;12.877,75
11.03.2025 06:15;11.03.2025 06:30;14.345,00;14.407,00;62,00;13.352,75
11.03.2025 06:30;11.03.2025 06:45;14.683,75;14.684,50;0,75;13.694,75
11.03.2025 06:45;11.03.2025 07:00;14.992,00;14.993,00;1,00;13.935,75
11.03.2025 07:00;11.03.2025 07:15;15.273,00;15.274,00;1,00;14.045,75
11.03.2025 07:15;11.03.2025 07:30;15.435,25;15.436,25;1,00;13.990,75
11.03.2025 07:30;11.03.2025 07:45;15.628,50;15.629,50;1,00;13.925,75
11.03.2025 07:45;11.03.2025 08:00;15.795,00;15.796,00;1,00;13.798,75
11.03.2025 08:00;11.03.2025 08:15;15.956,00;15.956,50;0,50;13.631,25
11.03.2025 08:15;11.03.2025 08:30;16.177,00;16.177,25;0,25;13.518,00
11.03.2025 08:30;11.03.2025 08:45;16.239,25;16.239,75;0,50;13.252,25
11.03.2025 08:45;11.03.2025 09:00;16.221,00;16.221,75;0,75;12.876,25
11.03.2025 09:00;11.03.2025 09:15;16.090,25;16.092,00;1,75;12.390,00
11.03.2025 09:15;11.03.2025 09:30;16.140,00;16.142,25;2,25;12.079,00
11.03.2025 09:30;11.03.2025 09:45;16.344,25;16.345,75;1,50;11.945,00
11.03.2025 09:45;11.03.2025 10:00;16.542,75;16.660,75;118,00;11.814,25
11.03.2025 10:00;11.03.2025 10:15;16.481,50;16.485,50;4,00;11.428,25
11.03.2025 10:15;11.03.2025 10:30;16.322,25;16.405,50;83,25;10.991,50
11.03.2025 10:30;11.03.2025 10:45;16.385,50;16.478,25;92,75;10.819,25
11.03.2025 10:45;11.03.2025 11:00;16.389,25;16.617,50;228,25;10.575,25
11.03.2025 11:00;11.03.2025 11:15;16.345,00;16.478,25;133,25;10.339,50
11.03.2025 11:15;11.03.2025 11:30;16.375,50;16.654,75;279,25;10.175,50
11.03.2025 11:30;11.03.2025 11:45;16.379,00;16.954,00;575,00;10.068,75
11.03.2025 11:45;11.03.2025 12:00;16.398,50;17.077,50;679,00;10.031,75
11.03.2025 12:00;11.03.2025 12:15;16.184,50;16.608,25;423,75;9.778,75
11.03.2025 12:15;11.03.2025 12:30;16.036,00;16.605,75;569,75;9.583,00
11.03.2025 12:30;11.03.2025 12:45;15.993,00;16.601,00;608,00;9.517,00
11.03.2025 12:45;11.03.2025 13:00;16.056,50;16.737,75;681,25;9.586,75
11.03.2025 13:00;11.03.2025 13:15;15.999,00;16.650,25;651,25;9.601,50
11.03.2025 13:15;11.03.2025 13:30;15.937,75;16.682,25;744,50;9.698,75
11.03.2025 13:30;11.03.2025 13:45;15.935,25;16.696,50;761,25;9.744,75
11.03.2025 13:45;11.03.2025 14:00;15.768,00;16.463,25;695,25;9.661,00
11.03.2025 14:00;11.03.2025 14:15;15.767,50;16.606,75;839,25;9.874,00
11.03.2025 14:15;11.03.2025 14:30;15.748,25;16.518,25;770,00;10.099,50
11.03.2025 14:30;11.03.2025 14:45;15.548,75;16.327,00;778,25;10.104,75
11.03.2025 14:45;11.03.2025 15:00;15.445,00;16.112,25;667,25;10.230,75
11.03.2025 15:00;11.03.2025 15:15;15.390,00;15.814,50;424,50;10.440,50
11.03.2025 15:15;11.03.2025 15:30;15.361,25;15.586,75;225,50;10.707,75
11.03.2025 15:30;11.03.2025 15:45;15.274,00;15.421,00;147,00;10.934,75
11.03.2025 15:45;11.03.2025 16:00;15.176,75;15.224,50;47,75;11.186,50
11.03.2025 16:00;11.03.2025 16:15;15.229,00;15.308,50;79,50;11.617,50
11.03.2025 16:15;11.03.2025 16:30;15.249,25;15.253,75;4,50;12.001,75
11.03.2025 16:30;11.03.2025 16:45;15.309,50;15.310,50;1,00;12.425,50
11.03.2025 16:45;11.03.2025 17:00;15.327,00;15.327,50;0,50;12.842,75
11.03.2025 17:00;11.03.2025 17:15;15.507,25;15.524,00;16,75;13.363,75
11.03.2025 17:15;11.03.2025 17:30;15.639,50;15.641,75;2,25;13.753,75
11.03.2025 17:30;11.03.2025 17:45;15.791,25;15.792,50;1,25;14.080,75
11.03.2025 17:45;11.03.2025 18:00;15.933,00;15.934,25;1,25;14.305,75
11.03.2025 18:00;11.03.2025 18:15;16.118,50;16.119,75;1,25;14.516,25
11.03.2025 18:15;11.03.2025 18:30;16.242,75;16.244,00;1,25;14.607,00
11.03.2025 18:30;11.03.2025 18:45;16.229,75;16.230,75;1,00;14.514,50
11.03.2025 18:45;11.03.2025 19:00;16.313,75;16.314,25;0,50;14.522,75
11.03.2025 19:00;11.03.2025 19:15;16.220,50;16.221,25;0,75;14.342,75
11.03.2025 19:15;11.03.2025 19:30;16.100,00;16.101,00;1,00;14.152,25
11.03.2025 19:30;11.03.2025 19:45;15.968,75;15.969,75;1,00;13.906,00
11.03.2025 19:45;11.03.2025 20:00;15.824,50;15.825,50;1,00;13.715,25
11.03.2025 20:00;11.03.2025 20:15;15.405,75;15.407,50;1,75;13.240,50
11.03.2025 20:15;11.03.2025 20:30;15.171,50;15.196,50;25,00;12.936,50
11.03.2025 20:30;11.03.2025 20:45;14.994,75;15.040,75;46,00;12.728,00
11.03.2025 20:45;11.03.2025 21:00;14.680,75;14.812,25;131,50;12.481,50
11.03.2025 21:00;11.03.2025 21:15;14.576,25;14.629,25;53,00;12.432,50
11.03.2025 21:15;11.03.2025 21:30;14.333,50;14.339,00;5,50;12.216,75
11.03.2025 21:30;11.03.2025 21:45;14.034,75;14.089,50;54,75;11.905,00
11.03.2025 21:45;11.03.2025 22:00;13.879,75;14.066,00;186,25;11.757,25
11.03.2025 22:00;11.03.2025 22:15;13.623,25;13.656,50;33,25;11.502,50
11.03.2025 22:15;11.03.2025 22:30;13.427,25;13.461,75;34,50;11.349,75
11.03.2025 22:30;11.03.2025 22:45;13.177,25;13.263,75;86,50;11.153,75
11.03.2025 22:45;11.03.2025 23:00;12.966,50;13.170,75;204,25;11.007,75
11.03.2025 23:00;11.03.2025 23:15;12.813,00;13.181,50;368,50;10.940,50
11.03.2025 23:15;11.03.2025 23:30;12.544,50;12.896,25;351,75;10.732,00
11.03.2025 23:30;11.03.2025 23:45;12.338,75;12.585,75;247,00;10.571,75
11.03.2025 23:45;12.03.2025 00:00;12.232,75;12.645,00;412,25;10.495,75
12.03.2025 00:00;12.03.2025 00:15;12.038,50;12.477,25;438,75;10.315,50
12.03.2025 00:15;12.03.2025 00:30;11.960,25;12.447,50;487,25;10.255,50
12.03.2025 00:30;12.03.2025 00:45;11.918,75;12.507,00;588,25;10.239,00
12.03.2025 00:45;12.03.2025 01:00;11.816,25;12.528,50;712,25;10.135,50
12.03.2025 01:00;12.03.2025 01:15;11.797,25;12.741,00;943,75;10.139,25
12.03.2025 01:15;12.03.2025 01:30;11.720,50;12.764,25;1.043,75;10.112,00
12.03.2025 01:30;12.03.2025 01:45;11.650,50;12.765,25;1.114,75;10.042,00
12.03.2025 01:45;12.03.2025 02:00;11.594,25;12.787,25;1.193,00;9.978,00
12.03.2025 02:00;12.03.2025 02:15;11.605,25;12.776,50;1.171,25;10.026,00
12.03.2025 02:15;12.03.2025 02:30;11.559,50;12.761,75;1.202,25;10.019,50
12.03.2025 02:30;12.03.2025 02:45;11.526,50;12.760,75;1.234,25;10.008,25
12.03.2025 02:45;12.03.2025 03:00;11.518,75;12.763,00;1.244,25;9.988,25
12.03.2025 03:00;12.03.2025 03:15;11.576,00;12.817,50;1.241,50;10.045,50
12.03.2025 03:15;12.03.2025 03:30;11.604,25;12.921,00;1.316,75;10.112,75
12.03.2025 03:30;12.03.2025 03:45;11.657,25;12.882,25;1.225,00;10.185,75
12.03.2025 03:45;12.03.2025 04:00;11.740,00;12.962,50;1.222,50;10.289,75
12.03.2025 04:00;12.03.2025 04:15;11.864,75;13.065,75;1.201,00;10.459,75
12.03.2025 04:15;12.03.2025 04:30;11.919,75;13.036,00;1.116,25;10.560,25
12.03.2025 04:30;12.03.2025 04:45;11.929,00;12.877,50;948,50;10.588,25
12.03.2025 04:45;12.03.2025 05:00;12.017,25;12.833,25;816,00;10.711,50
12.03.2025 05:00;12.03.2025 05:15;12.346,00;12.762,75;416,75;11.082,25
12.03.2025 05:15;12.03.2025 05:30;12.550,50;12.870,25;319,75;11.308,25
12.03.2025 05:30;12.03.2025 05:45;12.846,00;13.038,00;192,00;11.585,00
12.03.2025 05:45;12.03.2025 06:00;13.294,25;13.490,25;196,00;12.060,75
12.03.2025 06:00;12.03.2025 06:15;14.011,25;14.176,50;165,25;12.810,75
12.03.2025 06:15;12.03.2025 06:30;14.534,25;14.559,00;24,75;13.344,00
12.03.2025 06:30;12.03.2025 06:45;14.757,00;14.759,00;2,00;13.528,00
12.03.2025 06:45;12.03.2025 07:00;15.027,00;15.029,00;2,00;13.724,00
12.03.2025 07:00;12.03.2025 07:15;15.466,50;15.468,00;1,50;14.064,50
12.03.2025 07:15;12.03.2025 07:30;15.587,00;15.588,50;1,50;14.033,75
12.03.2025 07:30;12.03.2025 07:45;15.701,00;15.702,50;1,50;14.000,75
12.03.2025 07:45;12.03.2025 08:00;15.882,50;15.884,25;1,75;14.015,25
12.03.2025 08:00;12.03.2025 08:15;16.075,50;16.077,50;2,00;14.024,25
12.03.2025 08:15;12.03.2025 08:30;16.297,75;16.299,75;2,00;14.036,50
12.03.2025 08:30;12.03.2025 08:45;16.378,25;16.380,25;2,00;13.910,75
12.03.2025 08:45;12.03.2025 09:00;16.415,25;16.417,50;2,25;13.765,75
12.03.2025 09:00;12.03.2025 09:15;16.400,00;16.403,00;3,00;13.504,75
12.03.2025 09:15;12.03.2025 09:30;16.465,00;16.469,00;4,00;13.347,75
12.03.2025 09:30;12.03.2025 09:45;16.555,50;16.564,00;8,50;13.215,00
12.03.2025 09:45;12.03.2025 10:00;16.678,50;16.787,75;109,25;13.165,25
12.03.2025 10:00;12.03.2025 10:15;16.558,75;16.619,00;60,25;12.917,00
12.03.2025 10:15;12.03.2025 10:30;16.607,50;16.709,00;101,50;12.893,00
12.03.2025 10:30;12.03.2025 10:45;16.626,00;16.811,25;185,25;12.824,75
12.03.2025 10:45;12.03.2025 11:00;16.813,00;17.018,25;205,25;12.919,50
12.03.2025 11:00;12.03.2025 11:15;16.734,00;16.962,50;228,50;12.779,00
12.03.2025 11:15;12.03.2025 11:30;16.697,25;16.995,50;298,25;12.726,75
12.03.2025 11:30;12.03.2025 11:45;16.707,25;17.045,00;337,75;12.701,00
12.03.2025 11:45;12.03.2025 12:00;16.782,75;17.170,25;387,50;12.701,25
12.03.2025 12:00;12.03.2025 12:15;16.776,75;17.214,75;438,00;12.626,75
12.03.2025 12:15;12.03.2025 12:30;16.675,00;17.130,50;455,50;12.429,00
12.03.2025 12:30;12.03.2025 12:45;16.730,75;17.186,00;455,25;12.453,25
12.03.2025 12:45;12.03.2025 13:00;16.765,25;17.231,50;466,25;12.458,50
12.03.2025 13:00;12.03.2025 13:15;16.845,00;17.455,75;610,75;12.519,50
12.03.2025 13:15;12.03.2025 13:30;16.708,75;17.314,00;605,25;12.372,50
12.03.2025 13:30;12.03.2025 13:45;16.550,25;17.232,75;682,50;12.264,25
12.03.2025 13:45;12.03.2025 14:00;16.338,25;16.996,25;658,00;12.197,25
12.03.2025 14:00;12.03.2025 14:15;16.191,75;16.631,50;439,75;12.245,25
12.03.2025 14:15;12.03.2025 14:30;16.118,75;16.730,25;611,50;12.396,00
12.03.2025 14:30;12.03.2025 14:45;15.967,00;16.347,25;380,25;12.451,75
12.03.2025 14:45;12.03.2025 15:00;15.815,00;16.034,00;219,00;12.536,00
12.03.2025 15:00;12.03.2025 15:15;15.894,75;15.907,50;12,75;12.866,50
12.03.2025 15:15;12.03.2025 15:30;15.841,75;15.847,25;5,50;13.067,50
12.03.2025 15:30;12.03.2025 15:45;15.826,00;15.831,75;5,75;13.269,25
12.03.2025 15:45;12.03.2025 16:00;15.681,50;15.685,75;4,25;13.313,25
12.03.2025 16:00;12.03.2025 16:15;15.781,00;15.786,00;5,00;13.666,25
12.03.2025 16:15;12.03.2025 16:30;15.729,25;15.751,75;22,50;13.788,75
12.03.2025 16:30;12.03.2025 16:45;15.742,50;15.785,00;42,50;14.008,00
12.03.2025 16:45;12.03.2025 17:00;15.822,00;15.924,00;102,00;14.305,50
12.03.2025 17:00;12.03.2025 17:15;15.996,00;15.997,50;1,50;14.714,50
12.03.2025 17:15;12.03.2025 17:30;16.150,25;16.151,75;1,50;15.072,50
12.03.2025 17:30;12.03.2025 17:45;16.177,25;16.178,25;1,00;15.261,50
12.03.2025 17:45;12.03.2025 18:00;16.320,00;16.320,50;0,50;15.522,25
12.03.2025 18:00;12.03.2025 18:15;16.464,00;16.464,50;0,50;15.701,50
12.03.2025 18:15;12.03.2025 18:30;16.567,00;16.568,00;1,00;15.807,00
12.03.2025 18:30;12.03.2025 18:45;16.496,25;16.497,50;1,25;15.727,25
12.03.2025 18:45;12.03.2025 19:00;16.530,00;16.531,00;1,00;15.756,00
12.03.2025 19:00;12.03.2025 19:15;16.588,25;16.589,25;1,00;15.814,75
12.03.2025 19:15;12.03.2025 19:30;16.455,00;16.457,00;2,00;15.662,00
12.03.2025 19:30;12.03.2025 19:45;16.285,50;16.287,50;2,00;15.480,75
12.03.2025 19:45;12.03.2025 20:00;16.074,50;16.076,25;1,75;15.237,00
12.03.2025 20:00;12.03.2025 20:15;15.820,00;15.821,25;1,25;14.962,25
12.03.2025 20:15;12.03.2025 20:30;15.566,50;15.567,50;1,00;14.674,25
12.03.2025 20:30;12.03.2025 20:45;15.241,00;15.243,00;2,00;14.330,50
12.03.2025 20:45;12.03.2025 21:00;15.040,00;15.044,50;4,50;14.111,50
